Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,outcome
b3_102,Loan__application_canceled,,2008-02-10 18:32:15,Variant 10,10,False
b3_112,Check__application__form_completeness,,2008-02-10 18:37:46,Variant 11,11,
b3_112,Appraise_property,,2008-02-10 18:38:57,Variant 11,11,
b3_111,Assess_loan_risk,,2008-02-10 18:38:59,Variant 5,5,
b3_110,Assess_eligibility,,2008-02-10 18:42:15,Variant 14,14,
b3_113,Check__application__form_completeness,,2008-02-10 18:49:03,Variant 14,14,
b3_110,Prepare_acceptance_pack,,2008-02-10 18:59:43,Variant 14,14,
b3_114,Loan__application_received,,2008-02-10 19:00:00,Variant 2,2,
b3_114,Check__application__form_completeness,,2008-02-10 19:11:47,Variant 2,2,
b3_111,Assess_eligibility,,2008-02-10 19:17:20,Variant 5,5,
b3_112,Check_credit_history,,2008-02-10 19:17:22,Variant 11,11,
b3_112,Assess_loan_risk,,2008-02-10 19:17:29,Variant 11,11,
b3_113,Check_credit_history,,2008-02-10 19:19:05,Variant 14,14,
b3_114,Check_credit_history,,2008-02-10 19:22:11,Variant 2,2,
b3_113,Appraise_property,,2008-02-10 19:22:15,Variant 14,14,
b3_112,Assess_eligibility,,2008-02-10 19:29:37,Variant 11,11,
b3_115,Loan__application_received,,2008-02-10 19:30:00,Variant 32,32,
b3_115,Check__application__form_completeness,,2008-02-10 19:34:21,Variant 32,32,
b3_110,Check_if_home_insurance_quote_is_requested,,2008-02-10 19:38:51,Variant 14,14,
b3_115,Return_application_back_to_applicant,,2008-02-10 19:40:30,Variant 32,32,
b3_114,Appraise_property,,2008-02-10 19:43:42,Variant 2,2,
b3_112,Prepare_acceptance_pack,,2008-02-10 19:47:27,Variant 11,11,
b3_115,Receive_updated_application,,2008-02-10 19:57:26,Variant 32,32,
b3_116,Loan__application_received,,2008-02-10 20:00:00,Variant 1,1,
b3_112,Check_if_home_insurance_quote_is_requested,,2008-02-10 20:01:07,Variant 11,11,
b3_114,Assess_loan_risk,,2008-02-10 20:02:39,Variant 2,2,
b3_111,Prepare_acceptance_pack,,2008-02-10 20:07:12,Variant 5,5,
b3_112,Send_home_insurance_quote,,2008-02-10 20:15:02,Variant 11,11,
b3_111,Check_if_home_insurance_quote_is_requested,,2008-02-10 20:20:28,Variant 5,5,
b3_116,Check__application__form_completeness,,2008-02-10 20:24:01,Variant 1,1,
b3_116,Appraise_property,,2008-02-10 20:25:14,Variant 1,1,
b3_117,Loan__application_received,,2008-02-10 20:30:00,Variant 3,3,
b3_115,Check__application__form_completeness,,2008-02-10 20:31:15,Variant 32,32,
b3_116,Check_credit_history,,2008-02-10 20:31:33,Variant 1,1,
b3_116,Assess_loan_risk,,2008-02-10 20:31:35,Variant 1,1,
b3_110,Send_home_insurance_quote,,2008-02-10 20:32:27,Variant 14,14,
b3_113,Assess_loan_risk,,2008-02-10 20:35:17,Variant 14,14,
b3_117,Check__application__form_completeness,,2008-02-10 20:38:56,Variant 3,3,
b3_113,Assess_eligibility,,2008-02-10 20:54:48,Variant 14,14,
b3_114,Assess_eligibility,,2008-02-10 20:57:05,Variant 2,2,
b3_118,Loan__application_received,,2008-02-10 21:00:00,Variant 1,1,
b3_116,Assess_eligibility,,2008-02-10 21:09:33,Variant 1,1,
b3_114,Loan_application_rejected,,2008-02-10 21:09:44,Variant 2,2,
b3_114,Reject_application,,2008-02-10 21:09:44,Variant 2,2,False
b3_113,Prepare_acceptance_pack,,2008-02-10 21:16:32,Variant 14,14,
b3_118,Check__application__form_completeness,,2008-02-10 21:18:42,Variant 1,1,
b3_117,Check_credit_history,,2008-02-10 21:20:54,Variant 3,3,
b3_118,Appraise_property,,2008-02-10 21:25:53,Variant 1,1,
b3_117,Assess_loan_risk,,2008-02-10 21:29:42,Variant 3,3,
b3_119,Loan__application_received,,2008-02-10 21:30:00,Variant 5,5,
b3_113,Check_if_home_insurance_quote_is_requested,,2008-02-10 21:32:04,Variant 14,14,
b3_118,Check_credit_history,,2008-02-10 21:33:11,Variant 1,1,
b3_113,Send_home_insurance_quote,,2008-02-10 21:33:38,Variant 14,14,
b3_115,Return_application_back_to_applicant,,2008-02-10 21:36:09,Variant 32,32,
b3_113,Verify_repayment_agreement,,2008-02-10 21:36:44,Variant 14,14,
b3_119,Check__application__form_completeness,,2008-02-10 21:38:06,Variant 5,5,
b3_119,Appraise_property,,2008-02-10 21:39:09,Variant 5,5,
b3_115,Receive_updated_application,,2008-02-10 21:55:22,Variant 32,32,
b3_119,Check_credit_history,,2008-02-10 21:58:27,Variant 5,5,
b3_120,Loan__application_received,,2008-02-10 22:00:00,Variant 1,1,
b3_111,Send_home_insurance_quote,,2008-02-10 22:01:49,Variant 5,5,
b3_118,Assess_loan_risk,,2008-02-10 22:06:37,Variant 1,1,
b3_119,Assess_loan_risk,,2008-02-10 22:07:46,Variant 5,5,
b3_111,Verify_repayment_agreement,,2008-02-10 22:09:01,Variant 5,5,
b3_117,Appraise_property,,2008-02-10 22:12:01,Variant 3,3,
b3_110,Verify_repayment_agreement,,2008-02-10 22:13:41,Variant 14,14,
b3_118,Assess_eligibility,,2008-02-10 22:13:48,Variant 1,1,
b3_110,Loan__application_approved,,2008-02-10 22:21:56,Variant 14,14,
b3_110,Approve_application,,2008-02-10 22:21:56,Variant 14,14,True
b3_113,Loan__application_approved,,2008-02-10 22:23:39,Variant 14,14,True
b3_113,Approve_application,,2008-02-10 22:23:39,Variant 14,14,True
b3_121,Loan__application_received,,2008-02-10 22:30:00,Variant 3,3,
b3_115,Check__application__form_completeness,,2008-02-10 22:30:27,Variant 32,32,
b3_112,Verify_repayment_agreement,,2008-02-10 22:35:02,Variant 11,11,
b3_117,Assess_eligibility,,2008-02-10 22:43:28,Variant 3,3,
b3_117,Reject_application,,2008-02-10 22:51:06,Variant 3,3,False
b3_117,Loan_application_rejected,,2008-02-10 22:51:06,Variant 3,3,
b3_119,Assess_eligibility,,2008-02-10 22:52:34,Variant 5,5,
b3_122,Loan__application_received,,2008-02-10 23:00:00,Variant 2,2,
b3_111,Loan__application_canceled,,2008-02-10 23:01:55,Variant 5,5,False
b3_111,Cancel_application,,2008-02-10 23:01:55,Variant 5,5,
b3_122,Check__application__form_completeness,,2008-02-10 23:06:53,Variant 2,2,
b3_120,Check__application__form_completeness,,2008-02-10 23:09:25,Variant 1,1,
b3_122,Check_credit_history,,2008-02-10 23:11:07,Variant 2,2,
b3_120,Appraise_property,,2008-02-10 23:17:42,Variant 1,1,
b3_112,Loan__application_approved,,2008-02-10 23:19:53,Variant 11,11,True
b3_112,Approve_application,,2008-02-10 23:19:53,Variant 11,11,True
b3_122,Appraise_property,,2008-02-10 23:23:45,Variant 2,2,
b3_115,Appraise_property,,2008-02-10 23:28:28,Variant 32,32,
b3_123,Loan__application_received,,2008-02-10 23:30:00,Variant 2,2,
b3_121,Check__application__form_completeness,,2008-02-10 23:31:32,Variant 3,3,
b3_115,Check_credit_history,,2008-02-10 23:34:47,Variant 32,32,
b3_115,Assess_loan_risk,,2008-02-10 23:34:51,Variant 32,32,
b3_120,Check_credit_history,,2008-02-10 23:36:15,Variant 1,1,
b3_120,Assess_loan_risk,,2008-02-10 23:37:39,Variant 1,1,
b3_118,Reject_application,,2008-02-10 23:38:49,Variant 1,1,
b3_118,Loan_application_rejected,,2008-02-10 23:38:49,Variant 1,1,False
b3_119,Prepare_acceptance_pack,,2008-02-10 23:40:36,Variant 5,5,
b3_121,Check_credit_history,,2008-02-10 23:47:03,Variant 3,3,
b3_121,Assess_loan_risk,,2008-02-10 23:55:01,Variant 3,3,
b3_115,Assess_eligibility,,2008-02-10 23:56:30,Variant 32,32,
b3_124,Loan__application_received,,2008-02-11 00:00:00,Variant 1,1,
b3_120,Assess_eligibility,,2008-02-11 00:01:46,Variant 1,1,
b3_115,Reject_application,,2008-02-11 00:02:55,Variant 32,32,False
b3_115,Loan_application_rejected,,2008-02-11 00:02:55,Variant 32,32,
b3_116,Reject_application,,2008-02-11 00:07:15,Variant 1,1,False
b3_116,Loan_application_rejected,,2008-02-11 00:07:15,Variant 1,1,
b3_122,Assess_loan_risk,,2008-02-11 00:18:29,Variant 2,2,
b3_120,Loan_application_rejected,,2008-02-11 00:25:29,Variant 1,1,
b3_120,Reject_application,,2008-02-11 00:25:29,Variant 1,1,False
b3_125,Loan__application_received,,2008-02-11 00:30:00,Variant 5,5,
b3_122,Assess_eligibility,,2008-02-11 00:30:06,Variant 2,2,
b3_124,Check__application__form_completeness,,2008-02-11 00:31:04,Variant 1,1,
b3_121,Appraise_property,,2008-02-11 00:34:24,Variant 3,3,
b3_125,Check__application__form_completeness,,2008-02-11 00:39:18,Variant 5,5,
b3_122,Loan_application_rejected,,2008-02-11 00:40:03,Variant 2,2,False
b3_122,Reject_application,,2008-02-11 00:40:03,Variant 2,2,
b3_124,Appraise_property,,2008-02-11 00:51:41,Variant 1,1,
b3_125,Appraise_property,,2008-02-11 00:57:42,Variant 5,5,
b3_126,Loan__application_received,,2008-02-11 01:00:00,Variant 2,2,
b3_125,Check_credit_history,,2008-02-11 01:15:45,Variant 5,5,
b3_123,Check__application__form_completeness,,2008-02-11 01:23:33,Variant 2,2,
b3_123,Check_credit_history,,2008-02-11 01:24:24,Variant 2,2,
b3_119,Check_if_home_insurance_quote_is_requested,,2008-02-11 01:26:50,Variant 5,5,
b3_119,Send_home_insurance_quote,,2008-02-11 01:27:29,Variant 5,5,
b3_123,Appraise_property,,2008-02-11 01:28:34,Variant 2,2,
b3_127,Loan__application_received,,2008-02-11 01:30:00,Variant 22,22,
b3_125,Assess_loan_risk,,2008-02-11 01:31:53,Variant 5,5,
b3_127,Check__application__form_completeness,,2008-02-11 01:32:46,Variant 22,22,
b3_126,Check__application__form_completeness,,2008-02-11 01:36:44,Variant 2,2,
b3_127,Return_application_back_to_applicant,,2008-02-11 01:39:02,Variant 22,22,
b3_127,Receive_updated_application,,2008-02-11 01:44:13,Variant 22,22,
b3_125,Assess_eligibility,,2008-02-11 01:45:30,Variant 5,5,
b3_121,Assess_eligibility,,2008-02-11 01:46:35,Variant 3,3,
b3_127,Check__application__form_completeness,,2008-02-11 01:47:11,Variant 22,22,
b3_119,Verify_repayment_agreement,,2008-02-11 01:48:46,Variant 5,5,
b3_119,Cancel_application,,2008-02-11 01:49:12,Variant 5,5,False
b3_119,Loan__application_canceled,,2008-02-11 01:49:12,Variant 5,5,
b3_125,Prepare_acceptance_pack,,2008-02-11 01:49:33,Variant 5,5,
b3_126,Check_credit_history,,2008-02-11 01:53:41,Variant 2,2,
b3_127,Check_credit_history,,2008-02-11 01:56:53,Variant 22,22,
b3_128,Loan__application_received,,2008-02-11 02:00:00,Variant 10,10,
b3_126,Appraise_property,,2008-02-11 18:00:19,Variant 2,2,
b3_126,Assess_loan_risk,,2008-02-11 18:03:36,Variant 2,2,
b3_125,Check_if_home_insurance_quote_is_requested,,2008-02-11 18:06:24,Variant 5,5,
b3_127,Assess_loan_risk,,2008-02-11 18:08:06,Variant 22,22,
b3_125,Send_home_insurance_quote,,2008-02-11 18:08:11,Variant 5,5,
b3_121,Reject_application,,2008-02-11 18:08:46,Variant 3,3,False
b3_121,Loan_application_rejected,,2008-02-11 18:08:46,Variant 3,3,
b3_128,Check__application__form_completeness,,2008-02-11 18:10:06,Variant 10,10,
b3_128,Check_credit_history,,2008-02-11 18:17:03,Variant 10,10,
b3_127,Appraise_property,,2008-02-11 18:17:48,Variant 22,22,
b3_126,Assess_eligibility,,2008-02-11 18:18:25,Variant 2,2,
b3_129,Loan__application_received,,2008-02-11 18:30:00,Variant 2,2,
b3_125,Verify_repayment_agreement,,2008-02-11 18:32:05,Variant 5,5,
b3_123,Assess_loan_risk,,2008-02-11 18:35:10,Variant 2,2,
b3_127,Assess_eligibility,,2008-02-11 18:36:33,Variant 22,22,
b3_124,Check_credit_history,,2008-02-11 18:37:20,Variant 1,1,
b3_128,Appraise_property,,2008-02-11 18:39:45,Variant 10,10,
b3_126,Reject_application,,2008-02-11 18:42:35,Variant 2,2,False
b3_126,Loan_application_rejected,,2008-02-11 18:42:35,Variant 2,2,
b3_125,Cancel_application,,2008-02-11 18:55:25,Variant 5,5,False
b3_125,Loan__application_canceled,,2008-02-11 18:55:25,Variant 5,5,
b3_130,Loan__application_received,,2008-02-11 19:00:00,Variant 1,1,
b3_130,Check__application__form_completeness,,2008-02-11 19:06:18,Variant 1,1,
b3_130,Appraise_property,,2008-02-11 19:06:39,Variant 1,1,
b3_129,Check__application__form_completeness,,2008-02-11 19:10:18,Variant 2,2,
b3_128,Assess_loan_risk,,2008-02-11 19:10:57,Variant 10,10,
b3_130,Check_credit_history,,2008-02-11 19:23:22,Variant 1,1,
b3_127,Reject_application,,2008-02-11 19:24:16,Variant 22,22,False
b3_127,Loan_application_rejected,,2008-02-11 19:24:16,Variant 22,22,
b3_124,Assess_loan_risk,,2008-02-11 19:26:29,Variant 1,1,
b3_131,Loan__application_received,,2008-02-11 19:30:00,Variant 6,6,
b3_124,Assess_eligibility,,2008-02-11 19:32:54,Variant 1,1,
b3_124,Loan_application_rejected,,2008-02-11 19:35:48,Variant 1,1,False
b3_124,Reject_application,,2008-02-11 19:35:48,Variant 1,1,
b3_128,Assess_eligibility,,2008-02-11 19:36:00,Variant 10,10,
b3_129,Check_credit_history,,2008-02-11 19:36:40,Variant 2,2,
b3_129,Appraise_property,,2008-02-11 19:42:15,Variant 2,2,
b3_123,Assess_eligibility,,2008-02-11 19:42:57,Variant 2,2,
b3_123,Loan_application_rejected,,2008-02-11 19:48:28,Variant 2,2,
b3_123,Reject_application,,2008-02-11 19:48:28,Variant 2,2,False
b3_128,Prepare_acceptance_pack,,2008-02-11 19:51:15,Variant 10,10,
b3_132,Loan__application_received,,2008-02-11 20:00:00,Variant 1,1,
b3_132,Check__application__form_completeness,,2008-02-11 20:01:32,Variant 1,1,
b3_128,Check_if_home_insurance_quote_is_requested,,2008-02-11 20:12:56,Variant 10,10,
b3_132,Appraise_property,,2008-02-11 20:17:45,Variant 1,1,
b3_133,Loan__application_received,,2008-02-11 20:30:00,Variant 1,1,
b3_133,Check__application__form_completeness,,2008-02-11 20:34:05,Variant 1,1,
b3_130,Assess_loan_risk,,2008-02-11 20:35:49,Variant 1,1,
b3_128,Send_acceptance_pack,,2008-02-11 20:40:29,Variant 10,10,
b3_129,Assess_loan_risk,,2008-02-11 20:51:45,Variant 2,2,
b3_134,Loan__application_received,,2008-02-11 21:00:00,Variant 7,7,
b3_133,Appraise_property,,2008-02-11 21:02:33,Variant 1,1,
b3_130,Assess_eligibility,,2008-02-11 21:04:04,Variant 1,1,
b3_130,Loan_application_rejected,,2008-02-11 21:07:33,Variant 1,1,
b3_130,Reject_application,,2008-02-11 21:07:33,Variant 1,1,False
b3_129,Assess_eligibility,,2008-02-11 21:14:54,Variant 2,2,
b3_128,Verify_repayment_agreement,,2008-02-11 21:21:05,Variant 10,10,
b3_133,Check_credit_history,,2008-02-11 21:22:20,Variant 1,1,
b3_131,Check__application__form_completeness,,2008-02-11 21:29:52,Variant 6,6,
b3_135,Loan__application_received,,2008-02-11 21:30:00,Variant 1,1,
b3_135,Check__application__form_completeness,,2008-02-11 21:32:40,Variant 1,1,
b3_135,Appraise_property,,2008-02-11 21:38:45,Variant 1,1,
b3_134,Check__application__form_completeness,,2008-02-11 21:41:47,Variant 7,7,
b3_131,Check_credit_history,,2008-02-11 21:42:26,Variant 6,6,
b3_133,Assess_loan_risk,,2008-02-11 21:44:09,Variant 1,1,
b3_135,Check_credit_history,,2008-02-11 21:45:20,Variant 1,1,
b3_134,Appraise_property,,2008-02-11 21:47:03,Variant 7,7,
b3_134,Check_credit_history,,2008-02-11 21:50:04,Variant 7,7,
b3_129,Reject_application,,2008-02-11 21:51:07,Variant 2,2,
b3_129,Loan_application_rejected,,2008-02-11 21:51:07,Variant 2,2,False
b3_136,Loan__application_received,,2008-02-11 22:00:00,Variant 1,1,
b3_128,Loan__application_canceled,,2008-02-11 22:03:02,Variant 10,10,False
b3_128,Cancel_application,,2008-02-11 22:03:02,Variant 10,10,
b3_131,Appraise_property,,2008-02-11 22:17:49,Variant 6,6,
b3_137,Loan__application_received,,2008-02-11 22:30:00,Variant 15,15,
b3_132,Check_credit_history,,2008-02-11 22:32:27,Variant 1,1,
b3_132,Assess_loan_risk,,2008-02-11 22:44:08,Variant 1,1,
b3_134,Assess_loan_risk,,2008-02-11 22:55:37,Variant 7,7,
b3_132,Assess_eligibility,,2008-02-11 22:56:32,Variant 1,1,
b3_138,Loan__application_received,,2008-02-11 23:00:00,Variant 1,1,
b3_135,Assess_loan_risk,,2008-02-11 23:01:13,Variant 1,1,
b3_134,Assess_eligibility,,2008-02-11 23:05:50,Variant 7,7,
b3_138,Check__application__form_completeness,,2008-02-11 23:07:29,Variant 1,1,
b3_132,Reject_application,,2008-02-11 23:08:25,Variant 1,1,False
b3_132,Loan_application_rejected,,2008-02-11 23:08:25,Variant 1,1,
b3_138,Appraise_property,,2008-02-11 23:12:06,Variant 1,1,
b3_138,Check_credit_history,,2008-02-11 23:15:39,Variant 1,1,
b3_138,Assess_loan_risk,,2008-02-11 23:17:08,Variant 1,1,
b3_139,Loan__application_received,,2008-02-11 23:30:00,Variant 9,9,
b3_135,Assess_eligibility,,2008-02-11 23:30:11,Variant 1,1,
b3_137,Check__application__form_completeness,,2008-02-11 23:36:34,Variant 15,15,
b3_134,Prepare_acceptance_pack,,2008-02-11 23:40:39,Variant 7,7,
b3_134,Check_if_home_insurance_quote_is_requested,,2008-02-11 23:43:14,Variant 7,7,
b3_134,Send_acceptance_pack,,2008-02-11 23:46:18,Variant 7,7,
b3_134,Verify_repayment_agreement,,2008-02-11 23:49:43,Variant 7,7,
b3_137,Check_credit_history,,2008-02-11 23:51:29,Variant 15,15,
b3_137,Appraise_property,,2008-02-11 23:53:10,Variant 15,15,
b3_135,Loan_application_rejected,,2008-02-11 23:59:41,Variant 1,1,
b3_135,Reject_application,,2008-02-11 23:59:41,Variant 1,1,False
b3_140,Loan__application_received,,2008-02-12 00:00:00,Variant 5,5,
b3_131,Assess_loan_risk,,2008-02-12 00:09:10,Variant 6,6,
b3_138,Assess_eligibility,,2008-02-12 00:12:32,Variant 1,1,
b3_138,Loan_application_rejected,,2008-02-12 00:14:48,Variant 1,1,False
b3_138,Reject_application,,2008-02-12 00:14:48,Variant 1,1,
b3_137,Assess_loan_risk,,2008-02-12 00:16:50,Variant 15,15,
b3_141,Loan__application_received,,2008-02-12 00:30:00,Variant 7,7,
b3_133,Assess_eligibility,,2008-02-12 00:30:32,Variant 1,1,
b3_133,Loan_application_rejected,,2008-02-12 00:35:11,Variant 1,1,
b3_133,Reject_application,,2008-02-12 00:35:11,Variant 1,1,False
b3_134,Loan__application_approved,,2008-02-12 00:43:02,Variant 7,7,
b3_134,Approve_application,,2008-02-12 00:43:02,Variant 7,7,True
b3_140,Check__application__form_completeness,,2008-02-12 00:46:48,Variant 5,5,
b3_137,Assess_eligibility,,2008-02-12 00:53:37,Variant 15,15,
b3_142,Loan__application_received,,2008-02-12 01:00:00,Variant 9,9,
b3_136,Check__application__form_completeness,,2008-02-12 01:01:47,Variant 1,1,
b3_136,Appraise_property,,2008-02-12 01:10:51,Variant 1,1,
b3_142,Check__application__form_completeness,,2008-02-12 01:12:34,Variant 9,9,
b3_139,Check__application__form_completeness,,2008-02-12 01:14:26,Variant 9,9,
b3_141,Check__application__form_completeness,,2008-02-12 01:14:42,Variant 7,7,
b3_136,Check_credit_history,,2008-02-12 01:17:51,Variant 1,1,
b3_137,Prepare_acceptance_pack,,2008-02-12 01:18:19,Variant 15,15,
b3_131,Assess_eligibility,,2008-02-12 01:22:24,Variant 6,6,
b3_140,Appraise_property,,2008-02-12 01:24:30,Variant 5,5,
b3_142,Check_credit_history,,2008-02-12 01:25:56,Variant 9,9,
b3_136,Assess_loan_risk,,2008-02-12 01:26:02,Variant 1,1,
b3_139,Check_credit_history,,2008-02-12 01:27:28,Variant 9,9,
b3_143,Loan__application_received,,2008-02-12 01:30:00,Variant 3,3,
b3_142,Assess_loan_risk,,2008-02-12 01:30:36,Variant 9,9,
b3_139,Assess_loan_risk,,2008-02-12 01:33:11,Variant 9,9,
b3_139,Appraise_property,,2008-02-12 01:33:59,Variant 9,9,
b3_131,Prepare_acceptance_pack,,2008-02-12 01:36:37,Variant 6,6,
b3_139,Assess_eligibility,,2008-02-12 01:37:16,Variant 9,9,
b3_141,Appraise_property,,2008-02-12 01:37:50,Variant 7,7,
b3_136,Assess_eligibility,,2008-02-12 01:38:33,Variant 1,1,
b3_136,Reject_application,,2008-02-12 01:44:07,Variant 1,1,
b3_136,Loan_application_rejected,,2008-02-12 01:44:07,Variant 1,1,False
b3_142,Appraise_property,,2008-02-12 01:45:40,Variant 9,9,
b3_137,Check_if_home_insurance_quote_is_requested,,2008-02-12 01:54:25,Variant 15,15,
b3_137,Send_acceptance_pack,,2008-02-12 01:57:18,Variant 15,15,
b3_143,Check__application__form_completeness,,2008-02-12 01:59:32,Variant 3,3,
b3_144,Loan__application_received,,2008-02-12 02:00:00,Variant 1,1,
b3_143,Check_credit_history,,2008-02-14 18:01:45,Variant 3,3,
b3_141,Check_credit_history,,2008-02-14 18:13:18,Variant 7,7,
b3_143,Assess_loan_risk,,2008-02-14 18:20:29,Variant 3,3,
b3_137,Verify_repayment_agreement,,2008-02-14 18:22:00,Variant 15,15,
b3_131,Check_if_home_insurance_quote_is_requested,,2008-02-14 18:22:07,Variant 6,6,
b3_131,Send_home_insurance_quote,,2008-02-14 18:23:07,Variant 6,6,
b3_140,Check_credit_history,,2008-02-14 18:26:03,Variant 5,5,
b3_145,Loan__application_received,,2008-02-14 18:30:00,Variant 17,17,
b3_144,Check__application__form_completeness,,2008-02-14 18:38:16,Variant 1,1,
b3_144,Appraise_property,,2008-02-14 18:42:15,Variant 1,1,
b3_145,Check__application__form_completeness,,2008-02-14 18:48:09,Variant 17,17,
b3_143,Appraise_property,,2008-02-14 18:48:58,Variant 3,3,
b3_139,Prepare_acceptance_pack,,2008-02-14 18:49:42,Variant 9,9,
b3_145,Check_credit_history,,2008-02-14 18:54:31,Variant 17,17,
b3_140,Assess_loan_risk,,2008-02-14 18:54:41,Variant 5,5,
b3_146,Loan__application_received,,2008-02-14 19:00:00,Variant 5,5,
b3_143,Assess_eligibility,,2008-02-14 19:04:04,Variant 3,3,
b3_141,Assess_loan_risk,,2008-02-14 19:08:00,Variant 7,7,
b3_144,Check_credit_history,,2008-02-14 19:09:29,Variant 1,1,
b3_137,Loan__application_approved,,2008-02-14 19:17:24,Variant 15,15,
b3_137,Approve_application,,2008-02-14 19:17:24,Variant 15,15,True
b3_147,Loan__application_received,,2008-02-14 19:30:00,Variant 3,3,
b3_131,Verify_repayment_agreement,,2008-02-14 19:30:51,Variant 6,6,
b3_142,Assess_eligibility,,2008-02-14 19:33:59,Variant 9,9,
b3_142,Prepare_acceptance_pack,,2008-02-14 19:35:50,Variant 9,9,
b3_131,Cancel_application,,2008-02-14 19:36:54,Variant 6,6,
b3_131,Loan__application_canceled,,2008-02-14 19:36:54,Variant 6,6,False
b3_147,Check__application__form_completeness,,2008-02-14 19:37:57,Variant 3,3,
b3_141,Assess_eligibility,,2008-02-14 19:38:13,Variant 7,7,
b3_145,Assess_loan_risk,,2008-02-14 19:39:03,Variant 17,17,
b3_146,Check__application__form_completeness,,2008-02-14 19:40:38,Variant 5,5,
b3_142,Check_if_home_insurance_quote_is_requested,,2008-02-14 19:42:52,Variant 9,9,
b3_141,Prepare_acceptance_pack,,2008-02-14 19:43:44,Variant 7,7,
b3_139,Check_if_home_insurance_quote_is_requested,,2008-02-14 19:44:51,Variant 9,9,
b3_146,Appraise_property,,2008-02-14 19:47:37,Variant 5,5,
b3_146,Check_credit_history,,2008-02-14 19:48:37,Variant 5,5,
b3_146,Assess_loan_risk,,2008-02-14 19:50:03,Variant 5,5,
b3_142,Send_acceptance_pack,,2008-02-14 19:52:54,Variant 9,9,
b3_147,Check_credit_history,,2008-02-14 19:54:08,Variant 3,3,
b3_140,Assess_eligibility,,2008-02-14 19:55:13,Variant 5,5,
b3_146,Assess_eligibility,,2008-02-14 19:55:56,Variant 5,5,
b3_147,Assess_loan_risk,,2008-02-14 19:59:19,Variant 3,3,
b3_148,Loan__application_received,,2008-02-14 20:00:00,Variant 4,4,
b3_147,Appraise_property,,2008-02-14 20:01:51,Variant 3,3,
b3_139,Send_acceptance_pack,,2008-02-14 20:02:09,Variant 9,9,
b3_148,Check__application__form_completeness,,2008-02-14 20:09:35,Variant 4,4,
b3_145,Appraise_property,,2008-02-14 20:10:25,Variant 17,17,
b3_146,Prepare_acceptance_pack,,2008-02-14 20:17:01,Variant 5,5,
b3_139,Verify_repayment_agreement,,2008-02-14 20:21:48,Variant 9,9,
b3_146,Check_if_home_insurance_quote_is_requested,,2008-02-14 20:22:01,Variant 5,5,
b3_145,Assess_eligibility,,2008-02-14 20:22:38,Variant 17,17,
b3_148,Appraise_property,,2008-02-14 20:26:43,Variant 4,4,
b3_149,Loan__application_received,,2008-02-14 20:30:00,Variant 14,14,
b3_146,Send_home_insurance_quote,,2008-02-14 20:32:09,Variant 5,5,
b3_149,Check__application__form_completeness,,2008-02-14 20:32:58,Variant 14,14,
b3_141,Check_if_home_insurance_quote_is_requested,,2008-02-14 20:34:08,Variant 7,7,
b3_143,Reject_application,,2008-02-14 20:34:45,Variant 3,3,False
b3_143,Loan_application_rejected,,2008-02-14 20:34:45,Variant 3,3,
b3_149,Check_credit_history,,2008-02-14 20:36:02,Variant 14,14,
b3_147,Assess_eligibility,,2008-02-14 20:41:10,Variant 3,3,
b3_141,Send_acceptance_pack,,2008-02-14 20:45:06,Variant 7,7,
b3_150,Loan__application_received,,2008-02-14 21:00:00,Variant 1,1,
b3_149,Appraise_property,,2008-02-14 21:06:45,Variant 14,14,
b3_141,Verify_repayment_agreement,,2008-02-14 21:07:53,Variant 7,7,
b3_144,Assess_loan_risk,,2008-02-14 21:14:19,Variant 1,1,
b3_145,Prepare_acceptance_pack,,2008-02-14 21:17:07,Variant 17,17,
b3_149,Assess_loan_risk,,2008-02-14 21:17:31,Variant 14,14,
b3_142,Verify_repayment_agreement,,2008-02-14 21:18:21,Variant 9,9,
b3_139,Loan__application_canceled,,2008-02-14 21:19:11,Variant 9,9,
b3_139,Cancel_application,,2008-02-14 21:19:11,Variant 9,9,False
b3_148,Check_credit_history,,2008-02-14 21:23:24,Variant 4,4,
b3_142,Cancel_application,,2008-02-14 21:27:08,Variant 9,9,False
b3_142,Loan__application_canceled,,2008-02-14 21:27:08,Variant 9,9,
b3_151,Loan__application_received,,2008-02-14 21:30:00,Variant 1,1,
b3_145,Check_if_home_insurance_quote_is_requested,,2008-02-14 21:36:04,Variant 17,17,
b3_149,Assess_eligibility,,2008-02-14 21:39:10,Variant 14,14,
b3_149,Prepare_acceptance_pack,,2008-02-14 21:41:20,Variant 14,14,
b3_140,Prepare_acceptance_pack,,2008-02-14 21:47:57,Variant 5,5,
b3_140,Check_if_home_insurance_quote_is_requested,,2008-02-14 21:47:58,Variant 5,5,
b3_151,Check__application__form_completeness,,2008-02-14 21:48:01,Variant 1,1,
b3_145,Send_acceptance_pack,,2008-02-14 21:48:28,Variant 17,17,
b3_148,Assess_loan_risk,,2008-02-14 21:50:44,Variant 4,4,
b3_148,Assess_eligibility,,2008-02-14 21:54:12,Variant 4,4,
b3_150,Check__application__form_completeness,,2008-02-14 21:56:35,Variant 1,1,
b3_150,Appraise_property,,2008-02-14 21:57:29,Variant 1,1,
b3_152,Loan__application_received,,2008-02-14 22:00:00,Variant 3,3,
b3_140,Send_home_insurance_quote,,2008-02-14 22:01:10,Variant 5,5,
