caseid,activity,resource,ts,outcome
7840906,procedure change,560872,2013-07-08 07:00:00,True
7840906,send confirmation receipt,560872,2013-07-08 07:00:00,True
7840906,subcases completeness completed,560872,2013-07-08 07:00:00,True
7840906,treat subcases completeness,560872,2013-07-08 07:00:00,True
7840906,start WABOprocedure,560872,2013-07-08 07:00:00,True
7840906,create subcases completeness,560872,2013-07-08 07:00:00,True
7840906,forward to the competent authority,560872,2013-07-08 07:00:00,True
7490199,enter senddate decision environmental permit,560890,2013-07-08 07:00:00,True
7710164,grounds for refusal,2670601,2013-07-08 07:00:00,True
7490199,register objection and appeal periods,560890,2013-07-08 07:00:00,True
7490199,transcript decision environmental permit to stakeholders,560890,2013-07-08 07:00:00,True
7710164,generating decision environmental permit,2670601,2013-07-08 07:00:00,True
7710164,create subcases completeness,2670601,2013-07-08 07:00:00,True
7710164,phase decision sent,560890,2013-07-08 07:00:00,True
7710164,article 34  WABO applies,2670601,2013-07-08 07:00:00,True
7710164,suspension ground applicable,2670601,2013-07-08 07:00:00,True
7710164,creating environmental permit decision,2670601,2013-07-08 07:00:00,True
7710164,ask stakeholders views,2670601,2013-07-08 07:00:00,True
7710164,procedure change,2670601,2013-07-08 07:00:00,True
7710164,coordination of application,2670601,2013-07-08 07:00:00,True
7710164,create subcases present decision,2670601,2013-07-08 07:00:00,True
7710164,completed subcases content,2670601,2013-07-08 07:00:00,True
7710164,creating cover letter decision,560890,2013-07-08 07:00:00,True
7710164,by law,2670601,2013-07-08 07:00:00,True
7840906,phase application received,560872,2013-07-08 07:00:00,
7835964,forward to the competent authority,560872,2013-07-08 07:00:00,
7835964,create procedure confirmation,560872,2013-07-08 07:00:00,True
7835964,start WABOprocedure,560872,2013-07-08 07:00:00,True
7835964,registration date publication,560872,2013-07-08 07:00:00,True
7835964,create publication document,560872,2013-07-08 07:00:00,True
7710164,phase advice known,2670601,2013-07-08 07:00:00,True
7710164,phase application receptive,2670601,2013-07-08 07:00:00,True
7490199,creating cover letter decision,560890,2013-07-08 07:00:00,True
7490199,phase decision sent,560890,2013-07-08 07:00:00,True
7490199,phase decision taken,560890,2013-07-08 07:00:00,True
7490199,enter senddate decision,560890,2013-07-08 07:00:00,True
7710164,investigate BAG objects,2670601,2013-07-08 07:00:00,True
7835964,phase application received,560872,2013-07-08 07:00:00,
7835964,send confirmation receipt,560872,2013-07-08 07:00:00,
7835964,regular procedure without MER,560872,2013-07-08 07:00:00,
7835964,send confirmation receipt,560872,2013-07-08 07:00:00,
7835964,OLO messaging active,560872,2013-07-08 07:00:00,
7835964,enter senddate acknowledgement,3273854,2013-07-08 16:49:49,True
7840906,enter senddate decision permanent suspension,560872,2013-07-08 22:49:50,True
7710164,start decision phase decision permitting sent,560890,2013-07-09 07:00:00,True
7490199,start decision phase decision permitting sent,560890,2013-07-09 07:00:00,True
7716906,phase decision taken,560890,2013-07-09 07:00:00,True
7716906,article 34  WABO applies,2670601,2013-07-09 07:00:00,True
7716906,request complete,2670601,2013-07-09 07:00:00,True
7716906,generating decision environmental permit,2670601,2013-07-09 07:00:00,True
7716906,set decision phase decision permitting decided,560890,2013-07-09 07:00:00,True
7716906,creating cover letter decision,560890,2013-07-09 07:00:00,True
7710164,record date of decision environmental permit,560890,2013-07-09 07:00:00,True
7710164,set decision phase decision permitting decided,560890,2013-07-09 07:00:00,True
7716906,create subcases present decision,2670601,2013-07-09 07:00:00,True
7716906,phase decision ready,2670601,2013-07-09 07:00:00,True
7716906,enrich decision,2670601,2013-07-09 07:00:00,True
7716906,phase concept decision ready,2670601,2013-07-09 07:00:00,True
7840906,enter date decision permanent suspension,560872,2013-07-09 07:00:00,True
7840906,start decision phase permanently suspended decided,560872,2013-07-09 07:00:00,True
7840906,start decision phase permanent suspension sent,560872,2013-07-09 07:00:00,True
7490199,record date of decision environmental permit,560890,2013-07-09 07:00:00,True
7490199,enter senddate decision environmental permit,560890,2013-07-09 07:00:00,True
7490199,set decision phase decision permitting decided,560890,2013-07-09 07:00:00,True
7716906,decision date prior to decision,2670601,2013-07-09 07:00:00,True
7716906,submit decision,2670601,2013-07-09 07:00:00,True
7710164,enter senddate decision environmental permit,560890,2013-07-09 07:00:00,True
7716906,treat subcases content,2670601,2013-07-09 07:00:00,True
7716906,enter senddate decision environmental permit,560890,2013-07-09 07:00:00,True
7716906,enter senddate decision,560890,2013-07-09 07:00:00,True
7716906,phase decision sent,560890,2013-07-09 07:00:00,True
7716906,start decision phase decision permitting sent,560890,2013-07-09 07:00:00,True
7716906,coordination of application,2670601,2013-07-09 07:00:00,True
7716906,suspension ground applicable,2670601,2013-07-09 07:00:00,True
7716906,register objection and appeal periods,560890,2013-07-09 07:00:00,True
7716906,set decision status,2670601,2013-07-09 07:00:00,True
7716906,procedure change,2670601,2013-07-09 07:00:00,True
7716906,assessment of content completed,2670601,2013-07-09 07:00:00,True
7716906,by law,2670601,2013-07-09 07:00:00,True
7716906,phase advice known,2670601,2013-07-09 07:00:00,True
7716906,creating environmental permit decision,2670601,2013-07-09 07:00:00,True
7716906,grounds for refusal,2670601,2013-07-09 07:00:00,True
7716906,create subcases completeness,2670601,2013-07-09 07:00:00,True
7716906,procedure change,2670601,2013-07-09 07:00:00,True
7716906,ask stakeholders views,2670601,2013-07-09 07:00:00,True
7716906,phase application receptive,2670601,2013-07-09 07:00:00,True
7716906,transcript decision environmental permit to stakeholders,560890,2013-07-09 07:00:00,True
7716906,completed subcases content,2670601,2013-07-09 07:00:00,True
7716906,send letter in progress,2670601,2013-07-09 07:00:00,True
7716906,record date of decision environmental permit,560890,2013-07-09 19:14:03,True
7716906,enter senddate decision environmental permit,560890,2013-07-09 19:30:19,True
7857775,register submission date request,560872,2013-07-10 07:00:00,
7859011,register submission date request,560872,2013-07-10 07:00:00,
7857775,registration date publication,560872,2013-07-11 07:00:00,
7865622,register submission date request,560872,2013-07-11 07:00:00,
5299703,date decision for inspection,560890,2013-07-11 07:00:00,True
6518750,set decision phase inspection of decision permitting,560890,2013-07-11 07:00:00,True
6518750,date decision for inspection,560890,2013-07-11 07:00:00,True
7857775,create procedure confirmation,560872,2013-07-11 07:00:00,True
7857775,regular procedure without MER,560872,2013-07-11 07:00:00,
7857775,start WABOprocedure,560872,2013-07-11 07:00:00,True
7857775,forward to the competent authority,560872,2013-07-11 07:00:00,
7857775,send confirmation receipt,560872,2013-07-11 07:00:00,
7857775,create publication document,560872,2013-07-11 07:00:00,
7857775,OLO messaging active,560872,2013-07-11 07:00:00,
7857775,send confirmation receipt,560872,2013-07-11 07:00:00,
7857775,phase application received,560872,2013-07-11 07:00:00,
7857775,enter senddate acknowledgement,3273854,2013-07-11 21:34:36,True
7868178,register submission date request,560872,2013-07-12 07:00:00,
7835964,start WABOprocedure,2670601,2013-07-12 07:00:00,True
7835964,procedure change,2670601,2013-07-12 07:00:00,True
7835964,create subcases completeness,2670601,2013-07-12 07:00:00,True
7079364,phase asked additional information,2670601,2013-07-12 07:00:00,True
7079364,receive additional information,2670601,2013-07-12 07:00:00,True
7079364,enter receipt of additional data,2670601,2013-07-12 07:00:00,True
7079364,MER present in supplement,2670601,2013-07-12 07:00:00,True
7079364,create subcases completeness,2670601,2013-07-12 07:00:00,True
7079364,phase additional information received,2670601,2013-07-12 07:00:00,True
7079364,term for supplying missing data,2670601,2013-07-12 07:00:00,True
7079364,retrieve missing data,2670601,2013-07-12 07:00:00,True
7079364,procedure change,2670601,2013-07-12 07:00:00,True
7079364,request complete,2670601,2013-07-12 07:00:00,True
7079364,send confirmation receipt additional data,2670601,2013-07-12 07:00:00,True
7865622,send confirmation receipt,560872,2013-07-15 07:00:00,True
7865622,create publication document,560872,2013-07-15 07:00:00,True
7868178,forward to the competent authority,560872,2013-07-15 07:00:00,True
7868178,regular procedure without MER,560872,2013-07-15 07:00:00,True
7868178,registration date publication,560872,2013-07-15 07:00:00,True
7859011,send confirmation receipt,560872,2013-07-15 07:00:00,True
7859011,send confirmation receipt,560872,2013-07-15 07:00:00,True
7868178,create publication document,560872,2013-07-15 07:00:00,True
7859011,regular procedure without MER,560872,2013-07-15 07:00:00,True
7859011,forward to the competent authority,560872,2013-07-15 07:00:00,True
7859011,create procedure confirmation,560872,2013-07-15 07:00:00,True
7859011,start WABOprocedure,560872,2013-07-15 07:00:00,
7859011,create publication document,560872,2013-07-15 07:00:00,
7859011,registration date publication,560872,2013-07-15 07:00:00,
7868178,start WABOprocedure,560872,2013-07-15 07:00:00,True
7868178,send confirmation receipt,560872,2013-07-15 07:00:00,True
7868178,send confirmation receipt,560872,2013-07-15 07:00:00,True
7868178,OLO messaging active,560872,2013-07-15 07:00:00,True
7868178,create procedure confirmation,560872,2013-07-15 07:00:00,True
7868178,phase application received,560872,2013-07-15 07:00:00,True
7865622,regular procedure without MER,560872,2013-07-15 07:00:00,True
7859011,OLO messaging active,560872,2013-07-15 07:00:00,True
7859011,phase application received,560872,2013-07-15 07:00:00,True
7865622,phase application received,560872,2013-07-15 07:00:00,True
7865622,create procedure confirmation,560872,2013-07-15 07:00:00,True
7874918,register submission date request,560872,2013-07-15 07:00:00,
7865622,OLO messaging active,560872,2013-07-15 07:00:00,
7865622,forward to the competent authority,560872,2013-07-15 07:00:00,True
7865622,registration date publication,560872,2013-07-15 07:00:00,
7865622,send confirmation receipt,560872,2013-07-15 07:00:00,
7865622,start WABOprocedure,560872,2013-07-15 07:00:00,
7859011,enter senddate acknowledgement,560872,2013-07-15 16:42:07,True
7865622,enter senddate acknowledgement,3273854,2013-07-15 19:24:22,True
7868178,enter senddate acknowledgement,3273854,2013-07-15 22:33:30,True
7876404,record date of decision environmental permit,560872,2013-07-16 07:00:00,
7876404,set decision phase decision permitting decided,560872,2013-07-16 07:00:00,
7876404,start decision phase decision permitting sent,560872,2013-07-16 07:00:00,
7874918,registration date publication,560872,2013-07-17 07:00:00,True
7876404,completed subcases content,560872,2013-07-17 07:00:00,True
7876404,phase advice known,560872,2013-07-17 07:00:00,True
7876404,OLO messaging active,560872,2013-07-17 07:00:00,True
7876404,register objection and appeal periods,560872,2013-07-17 07:00:00,True
7876404,creating cover letter decision,560872,2013-07-17 07:00:00,True
7876404,procedure change,560872,2013-07-17 07:00:00,True
7876404,creating environmental permit decision,560872,2013-07-17 07:00:00,True
7874918,forward to the competent authority,560872,2013-07-17 07:00:00,True
7876404,suspension ground applicable,560872,2013-07-17 07:00:00,True
7876404,transcript decision environmental permit to stakeholders,560872,2013-07-17 07:00:00,True
7876404,enter senddate decision,560872,2013-07-17 07:00:00,True
7876404,by law,560872,2013-07-17 07:00:00,True
7876404,set decision status,560872,2013-07-17 07:00:00,True
7876404,ask stakeholders views,560872,2013-07-17 07:00:00,True
7876404,grounds for refusal,560872,2013-07-17 07:00:00,True
7876404,phase decision sent,560872,2013-07-17 07:00:00,True
7882529,register submission date request,560872,2013-07-17 07:00:00,
7876404,assessment of content completed,560872,2013-07-17 07:00:00,
7876404,create procedure confirmation,560872,2013-07-17 07:00:00,True
7874918,start WABOprocedure,560872,2013-07-17 07:00:00,True
7876404,phase decision taken,560872,2013-07-17 07:00:00,True
7874918,regular procedure without MER,560872,2013-07-17 07:00:00,True
7876404,decision date prior to decision,560872,2013-07-17 07:00:00,True
7876404,enter senddate decision environmental permit,560872,2013-07-17 07:00:00,
7876404,forward to the competent authority,560872,2013-07-17 07:00:00,True
7876404,phase application received,560872,2013-07-17 07:00:00,True
7876404,register submission date request,560872,2013-07-17 07:00:00,True
7876404,article 34  WABO applies,560872,2013-07-17 07:00:00,True
7874918,OLO messaging active,560872,2013-07-17 07:00:00,True
7874918,phase application received,560872,2013-07-17 07:00:00,True
7876404,generating decision environmental permit,560872,2013-07-17 07:00:00,True
7876404,create subcases completeness,560872,2013-07-17 07:00:00,True
7876404,phase application receptive,560872,2013-07-17 07:00:00,True
7876404,procedure change,560872,2013-07-17 07:00:00,True
7874918,create publication document,560872,2013-07-17 07:00:00,True
7876404,send confirmation receipt,560872,2013-07-17 07:00:00,True
7876404,regular procedure without MER,560872,2013-07-17 07:00:00,True
7876404,coordination of application,560872,2013-07-17 07:00:00,True
7874918,send confirmation receipt,560872,2013-07-17 07:00:00,True
7876404,treat subcases content,560872,2013-07-17 07:00:00,True
7876404,request complete,560872,2013-07-17 07:00:00,
7876404,submit decision,560872,2013-07-17 07:00:00,
7876404,phase decision ready,560872,2013-07-17 07:00:00,
7876404,send confirmation receipt,560872,2013-07-17 07:00:00,
7874918,send confirmation receipt,560872,2013-07-17 07:00:00,
7874918,create procedure confirmation,560872,2013-07-17 07:00:00,True
7876404,start WABOprocedure,560872,2013-07-17 07:00:00,True
7876404,send letter in progress,560872,2013-07-17 07:00:00,True
7876404,enter senddate acknowledgement,560872,2013-07-17 17:26:33,True
7876404,enter senddate decision environmental permit,560872,2013-07-17 17:33:28,True
7711311,enter senddate procedure term extension,2670601,2013-07-18 07:00:00,True
7711311,copy decision to extend procedure to stakeholders,2670601,2013-07-18 07:00:00,True
7711311,set decision status,2670601,2013-07-18 07:00:00,True
7711311,creating decision procedure term extension,2670601,2013-07-18 07:00:00,True
7711311,create decision procedure term extension,2670601,2013-07-18 07:00:00,True
7711311,extend procedure term,2670601,2013-07-18 07:00:00,True
7882529,create procedure confirmation,560872,2013-07-18 07:00:00,True
7711311,phase procedure extended,2670601,2013-07-18 07:00:00,True
7882529,start WABOprocedure,560872,2013-07-18 07:00:00,
7711311,start decision phase extension granted,2670601,2013-07-18 07:00:00,True
7882529,regular procedure without MER,560872,2013-07-18 07:00:00,
7882529,forward to the competent authority,560872,2013-07-18 07:00:00,
7882529,send confirmation receipt,560872,2013-07-18 07:00:00,True
7711311,register number of days extension period,2670601,2013-07-18 07:00:00,True
7711311,start decision phase extension granted,2670601,2013-07-18 07:00:00,True
7882529,send confirmation receipt,560872,2013-07-18 07:00:00,True
7882529,OLO messaging active,560872,2013-07-18 07:00:00,True
7882529,phase application received,560872,2013-07-18 07:00:00,True
7882529,registration date publication,560872,2013-07-18 07:00:00,True
7882529,create publication document,560872,2013-07-18 07:00:00,True
7711311,enter senddate procedure term extension,2670601,2013-07-18 07:00:00,True
7711311,decision date prior to decision,2670601,2013-07-18 07:00:00,True
7711311,create cover letter extend procedure term,2670601,2013-07-18 07:00:00,True
7711311,enter date decision procedure term extension,2670601,2013-07-18 19:35:23,True
7711311,enter senddate decision procedure term extension,2670601,2013-07-18 19:40:50,True
7882529,enter senddate acknowledgement,560872,2013-07-18 21:59:45,True
7398246,set phase: phase permitting irrevocable,560462,2013-07-19 07:00:00,True
7398246,register deadline,560462,2013-07-19 07:00:00,True
7485603,create message terminate request,560912,2013-07-24 07:00:00,True
7485603,enter date termination request received,560912,2013-07-24 07:00:00,True
7485603,phase procedure prematurely terminated,560912,2013-07-24 07:00:00,True
7485603,terminate on request,560912,2013-07-24 07:00:00,True
7485603,initiative competent authority,560912,2013-07-24 07:00:00,True
7752014,create subcases completeness,3273854,2013-07-25 07:00:00,True
7752014,treat subcases completeness,3273854,2013-07-25 07:00:00,True
7752014,subcases completeness completed,3273854,2013-07-25 07:00:00,True
7752014,procedure change,3273854,2013-07-25 07:00:00,True
7752014,start WABOprocedure,3273854,2013-07-25 07:00:00,True
7945125,register submission date request,560912,2013-07-25 07:00:00,
7675576,grounds for refusal,2670601,2013-07-26 07:00:00,True
7675576,suspension ground applicable,2670601,2013-07-26 07:00:00,True
7675576,creating environmental permit decision,2670601,2013-07-26 07:00:00,True
7675576,send letter in progress,2670601,2013-07-26 07:00:00,True
7675576,coordination of application,2670601,2013-07-26 07:00:00,True
7675576,phase advice known,2670601,2013-07-26 07:00:00,True
7675576,decision date prior to decision,2670601,2013-07-26 07:00:00,True
7675576,ask stakeholders views,2670601,2013-07-26 07:00:00,True
7675576,set decision status,2670601,2013-07-26 07:00:00,True
7675576,subcases completeness completed,2670601,2013-07-26 07:00:00,True
7675576,article 34  WABO applies,2670601,2013-07-26 07:00:00,True
7544155,register deadline,560872,2013-07-26 07:00:00,True
7675576,procedure change,2670601,2013-07-26 07:00:00,True
7948785,register submission date request,560912,2013-07-26 07:00:00,
7544155,set phase: phase permitting irrevocable,560872,2013-07-26 07:00:00,True
7675576,create subcases completeness,2670601,2013-07-26 07:00:00,True
7675576,treat subcases completeness,2670601,2013-07-26 07:00:00,True
7675576,assessment of content completed,2670601,2013-07-26 07:00:00,True
7675576,by law,2670601,2013-07-26 07:00:00,True
7675576,request complete,2670601,2013-07-26 07:00:00,True
7675576,procedure change,2670601,2013-07-26 07:00:00,True
7675576,treat subcases content,2670601,2013-07-26 07:00:00,True
4560903,appeal subcase completed,560462,2013-07-26 07:00:00,False
7675576,phase application receptive,2670601,2013-07-26 07:00:00,True
7675576,completed subcases content,2670601,2013-07-26 07:00:00,True
7675576,submit decision,2670601,2013-07-29 07:00:00,True
7675576,create subcases present decision,2670601,2013-07-29 07:00:00,True
7675576,enrich decision,2670601,2013-07-29 07:00:00,True
7675576,phase concept decision ready,2670601,2013-07-29 07:00:00,True
7034791,decision keep permanently suspended,2670601,2013-07-29 07:00:00,True
7034791,set decision status,2670601,2013-07-29 07:00:00,True
7034791,phase permanently suspended,2670601,2013-07-29 07:00:00,True
7034791,start decision phase permanent suspension sent,2670601,2013-07-29 07:00:00,True
7675576,generating decision environmental permit,2670601,2013-07-29 07:00:00,True
7034791,keep permanently suspended,2670601,2013-07-29 07:00:00,True
7760025,phase asked additional information,2670601,2013-07-29 07:00:00,True
7760025,term for supplying missing data,2670601,2013-07-29 07:00:00,True
7034791,start decision phase permanently suspended decided,2670601,2013-07-29 07:00:00,True
7760025,create letter requesting missing data,2670601,2013-07-29 07:00:00,True
7760025,retrieve missing data,2670601,2013-07-29 07:00:00,True
7034791,decision date prior to decision,2670601,2013-07-29 07:00:00,True
7760025,request complete,2670601,2013-07-29 07:00:00,True
7675576,phase decision ready,2670601,2013-07-29 07:00:00,True
7034791,receive additional information,2670601,2013-07-29 07:00:00,True
7034791,creating decision permanently suspended,2670601,2013-07-29 07:00:00,True
7951969,register submission date request,560912,2013-07-29 07:00:00,
7760025,procedure change,2670601,2013-07-29 07:00:00,True
7760025,create subcases completeness,2670601,2013-07-29 07:00:00,True
7034791,create cover letter permanent suspension,2670601,2013-07-29 07:00:00,True
7034791,copy decision permanent suspension to stakeholders,2670601,2013-07-29 07:00:00,True
7034791,enter senddate decision permanent suspension,2670601,2013-07-29 07:00:00,True
7034791,enter date decision permanent suspension,2670601,2013-07-29 17:16:28,True
7034791,enter senddate decision permanent suspension,2670601,2013-07-29 17:20:16,True
7034791,enter senddate decision permanent suspension,2670601,2013-07-29 17:20:22,True
7760025,enter senddate retrieve missing data,2670601,2013-07-29 21:40:52,True
7830722,phase asked additional information,3273854,2013-07-30 07:00:00,True
7830722,create letter requesting missing data,3273854,2013-07-30 07:00:00,True
7830722,procedure change,3273854,2013-07-30 07:00:00,True
7830722,create subcases completeness,3273854,2013-07-30 07:00:00,True
7830722,request complete,3273854,2013-07-30 07:00:00,True
7830722,term for supplying missing data,3273854,2013-07-30 07:00:00,True
7830722,retrieve missing data,3273854,2013-07-30 07:00:00,True
7752014,request complete,560912,2013-07-30 07:00:00,True
7830722,enter senddate retrieve missing data,3273854,2013-07-30 18:53:03,True
7948785,start WABOprocedure,560912,2013-07-31 07:00:00,
7945125,create publication document,560912,2013-07-31 07:00:00,
7948785,create publication document,560912,2013-07-31 07:00:00,True
7948785,registration date publication,560912,2013-07-31 07:00:00,True
7948785,forward to the competent authority,560912,2013-07-31 07:00:00,True
7948785,regular procedure without MER,560912,2013-07-31 07:00:00,True
7948785,OLO messaging active,560912,2013-07-31 07:00:00,True
7948785,send confirmation receipt,560912,2013-07-31 07:00:00,True
7948785,send confirmation receipt,560912,2013-07-31 07:00:00,True
7948785,phase application received,560912,2013-07-31 07:00:00,True
7945125,forward to the competent authority,560912,2013-07-31 07:00:00,True
7945125,regular procedure without MER,560912,2013-07-31 07:00:00,True
7945125,create procedure confirmation,560912,2013-07-31 07:00:00,True
7945125,registration date publication,560912,2013-07-31 07:00:00,
7948785,create procedure confirmation,560912,2013-07-31 07:00:00,True
7945125,inform BAG administrator,560912,2013-07-31 07:00:00,
7945125,OLO messaging active,560912,2013-07-31 07:00:00,
7948785,inform BAG administrator,560912,2013-07-31 07:00:00,
7945125,send confirmation receipt,560912,2013-07-31 07:00:00,
7945125,start WABOprocedure,560912,2013-07-31 07:00:00,
7945125,send confirmation receipt,560912,2013-07-31 07:00:00,
7951969,OLO messaging active,560912,2013-07-31 07:00:00,
7951969,phase application received,560912,2013-07-31 07:00:00,
7951969,send confirmation receipt,560912,2013-07-31 07:00:00,
7951969,send confirmation receipt,560912,2013-07-31 07:00:00,
7951969,regular procedure without MER,560912,2013-07-31 07:00:00,True
7951969,start WABOprocedure,560912,2013-07-31 07:00:00,True
7945125,phase application received,560912,2013-07-31 07:00:00,
7951969,create procedure confirmation,560912,2013-07-31 07:00:00,True
7951969,create publication document,560912,2013-07-31 07:00:00,
7951969,registration date publication,560912,2013-07-31 07:00:00,
7951969,forward to the competent authority,560912,2013-07-31 07:00:00,
7945125,enter senddate acknowledgement,560912,2013-07-31 16:32:15,True
7948785,enter senddate acknowledgement,560912,2013-07-31 17:07:43,True
7951969,enter senddate acknowledgement,560912,2013-07-31 20:33:55,True
7816439,phase asked additional information,2670601,2013-08-01 07:00:00,True
7816439,retrieve missing data,2670601,2013-08-01 07:00:00,True
7816439,procedure change,2670601,2013-08-01 07:00:00,True
7816439,create letter requesting missing data,2670601,2013-08-01 07:00:00,True
7816439,term for supplying missing data,2670601,2013-08-01 07:00:00,True
7653492,start decision phase extension granted,3273854,2013-08-01 07:00:00,True
7653492,register number of days extension period,3273854,2013-08-01 07:00:00,True
7987079,register submission date request,560912,2013-08-01 07:00:00,
7653492,start decision phase extension granted,3273854,2013-08-01 07:00:00,True
7071988,enter enddate suspension art. 33 WABO,3273854,2013-08-01 07:00:00,True
7071988,set decision phase: suspension cancelled,3273854,2013-08-01 07:00:00,True
7653492,enter senddate procedure term extension,3273854,2013-08-01 07:00:00,True
7653492,create decision procedure term extension,3273854,2013-08-01 07:00:00,True
7653492,decision date prior to decision,3273854,2013-08-01 07:00:00,True
7816439,request complete,2670601,2013-08-01 07:00:00,True
7653492,set decision status,3273854,2013-08-01 07:00:00,True
7653492,creating decision procedure term extension,3273854,2013-08-01 07:00:00,True
7653492,create cover letter extend procedure term,3273854,2013-08-01 07:00:00,True
7653492,phase procedure extended,3273854,2013-08-01 07:00:00,True
7653492,extend procedure term,3273854,2013-08-01 07:00:00,True
7816439,create subcases completeness,2670601,2013-08-01 07:00:00,True
7816439,enter senddate retrieve missing data,2670601,2013-08-01 17:48:49,True
7653492,enter date decision procedure term extension,3273854,2013-08-02 00:18:54,True
7653492,enter senddate decision procedure term extension,3273854,2013-08-02 00:19:06,True
7487928,register deadline,560872,2013-08-02 07:00:00,True
3327777,appeal logded,560462,2013-08-02 07:00:00,
5888724,register deadline,560872,2013-08-02 07:00:00,
3327777,contested decision affected,560462,2013-08-02 07:00:00,
7487928,set phase: phase permitting irrevocable,560872,2013-08-02 07:00:00,True
3327777,close case,560462,2013-08-02 07:00:00,
5888724,set phase: phase permitting irrevocable,560872,2013-08-02 07:00:00,
3327777,register deadline,560462,2013-08-02 18:42:01,False
7830722,send confirmation receipt additional data,3273854,2013-08-05 07:00:00,True
7830722,article 34  WABO applies,3273854,2013-08-05 07:00:00,True
7830722,phase additional information received,3273854,2013-08-05 07:00:00,True
7830722,enter receipt of additional data,3273854,2013-08-05 07:00:00,True
7830722,receive additional information,3273854,2013-08-05 07:00:00,True
7830722,request complete,3273854,2013-08-05 07:00:00,True
7830722,completed subcases content,3273854,2013-08-05 07:00:00,True
7830722,phase advice known,3273854,2013-08-05 07:00:00,True
7830722,procedure change,3273854,2013-08-05 07:00:00,True
7830722,treat subcases content,3273854,2013-08-05 07:00:00,True
7830722,send letter in progress,3273854,2013-08-05 07:00:00,True
7830722,procedure change after completeness,3273854,2013-08-05 07:00:00,True
7830722,phase application receptive,3273854,2013-08-05 07:00:00,True
7830722,assessment of content completed,3273854,2013-08-05 07:00:00,True
7830722,MER present in supplement,3273854,2013-08-05 07:00:00,True
7071988,set decision status,3273854,2013-08-05 07:00:00,True
7071988,article 34  WABO applies,3273854,2013-08-05 07:00:00,True
7071988,enter date decision suspension,3273854,2013-08-05 07:00:00,True
7071988,creating environmental permit decision,3273854,2013-08-05 07:00:00,True
7071988,set decision status,3273854,2013-08-05 07:00:00,True
7071988,enter senddate decision suspension,3273854,2013-08-05 07:00:00,True
7071988,send decision suspension,3273854,2013-08-05 07:00:00,True
7071988,phase decision suspended,3273854,2013-08-05 07:00:00,True
7071988,article 35 applies,3273854,2013-08-05 07:00:00,True
7071988,procedure change,3273854,2013-08-05 07:00:00,True
7071988,article 33 applies,3273854,2013-08-05 07:00:00,True
7071988,phase application receptive,3273854,2013-08-05 07:00:00,True
7071988,suspension ground applicable,3273854,2013-08-05 07:00:00,True
7071988,refusal after suspension,3273854,2013-08-05 07:00:00,True
7071988,send confirmation receipt additional data,3273854,2013-08-05 07:00:00,True
7071988,creating decision suspension art. 33 WABO,3273854,2013-08-05 07:00:00,True
7071988,completed subcases content,3273854,2013-08-05 07:00:00,True
7071988,request complete,3273854,2013-08-05 07:00:00,True
7071988,MER present in supplement,3273854,2013-08-05 07:00:00,True
7071988,decision date prior to decision,3273854,2013-08-05 07:00:00,True
7071988,procedure change after completeness,3273854,2013-08-05 07:00:00,True
7071988,phase additional information received,3273854,2013-08-05 07:00:00,True
7071988,receive additional information,3273854,2013-08-05 07:00:00,True
7071988,treat subcases content,3273854,2013-08-05 07:00:00,True
7071988,send letter in progress,3273854,2013-08-05 07:00:00,True
7071988,subcase art. 33 WABO completed,3273854,2013-08-05 07:00:00,True
7071988,by law,3273854,2013-08-05 07:00:00,True
7071988,ask stakeholders views,3273854,2013-08-05 07:00:00,True
7071988,phase procedure resumed,3273854,2013-08-05 07:00:00,True
7071988,phase advice known,3273854,2013-08-05 07:00:00,True
7071988,enter enddate of suspension,3273854,2013-08-05 07:00:00,True
7071988,grounds for refusal,3273854,2013-08-05 07:00:00,True
7071988,enter receipt of additional data,3273854,2013-08-05 07:00:00,True
7071988,assessment of content completed,3273854,2013-08-05 07:00:00,True
7071988,treat subcase suspension art. 33 WABO,3273854,2013-08-05 07:00:00,True
7641047,send letter in progress,3273854,2013-08-05 07:00:00,True
7641047,ask stakeholders views,3273854,2013-08-05 07:00:00,True
7641047,treat subcases content,3273854,2013-08-05 07:00:00,True
7641047,decision date prior to decision,3273854,2013-08-05 07:00:00,True
7641047,phase application receptive,3273854,2013-08-05 07:00:00,True
7641047,creating environmental permit decision,3273854,2013-08-05 07:00:00,True
7992878,register submission date request,560912,2013-08-05 07:00:00,
7641047,coordination of application,3273854,2013-08-05 07:00:00,True
7641047,assessment of content completed,3273854,2013-08-05 07:00:00,True
7641047,suspension ground applicable,3273854,2013-08-05 07:00:00,True
7641047,procedure change,3273854,2013-08-05 07:00:00,True
7641047,environmental permit irrevocable,3273854,2013-08-05 07:00:00,True
7641047,set decision status,3273854,2013-08-05 07:00:00,True
7641047,procedure change,3273854,2013-08-05 07:00:00,True
7641047,by law,3273854,2013-08-05 07:00:00,True
7641047,create subcases completeness,3273854,2013-08-05 07:00:00,True
7641047,grounds for refusal,3273854,2013-08-05 07:00:00,True
7641047,article 34  WABO applies,3273854,2013-08-05 07:00:00,True
8021700,register submission date request,560872,2013-08-05 07:00:00,
7641047,determine cause for suspension article 34 WABO,3273854,2013-08-05 07:00:00,True
7641047,completed subcases content,3273854,2013-08-05 07:00:00,True
7641047,request complete,3273854,2013-08-05 07:00:00,True
