Case ID,Activity,Resource,Complete Timestamp,outcome
N33805,Insert Fine Notification,,2002-05-06 00:00:00,
N40548,Insert Fine Notification,,2002-05-06 00:00:00,
N39909,Insert Fine Notification,,2002-05-06 00:00:00,
N38981,Insert Fine Notification,,2002-05-06 00:00:00,
N40031,Insert Fine Notification,,2002-05-06 00:00:00,
V8652,Insert Fine Notification,,2002-05-06 00:00:00,
S62381,Insert Fine Notification,,2002-05-06 00:00:00,
S71302,Create Fine,802.0,2002-05-06 00:00:00,
S71303,Create Fine,802.0,2002-05-06 00:00:00,
N41314,Insert Fine Notification,,2002-05-06 00:00:00,
S70760,Insert Fine Notification,,2002-05-06 00:00:00,
N39655,Payment,,2002-05-06 00:00:00,False
N33791,Payment,,2002-05-06 00:00:00,False
S71702,Create Fine,836.0,2002-05-06 00:00:00,
N40271,Insert Fine Notification,,2002-05-06 00:00:00,
N40533,Insert Fine Notification,,2002-05-06 00:00:00,
S72106,Create Fine,839.0,2002-05-07 00:00:00,
S71760,Create Fine,825.0,2002-05-07 00:00:00,
S72156,Create Fine,831.0,2002-05-07 00:00:00,
N39837,Insert Fine Notification,,2002-05-07 00:00:00,
N41542,Insert Fine Notification,,2002-05-07 00:00:00,
N40570,Insert Fine Notification,,2002-05-07 00:00:00,
N40563,Insert Fine Notification,,2002-05-07 00:00:00,
S71605,Create Fine,824.0,2002-05-07 00:00:00,
N39857,Insert Fine Notification,,2002-05-07 00:00:00,
S65244,Payment,,2002-05-07 00:00:00,False
N42402,Create Fine,538.0,2002-05-07 00:00:00,
S70896,Insert Fine Notification,,2002-05-07 00:00:00,
S71352,Create Fine,810.0,2002-05-07 00:00:00,
S71302,Payment,,2002-05-07 00:00:00,False
S72004,Payment,,2002-05-07 00:00:00,False
N39748,Payment,,2002-05-07 00:00:00,False
N42146,Create Fine,538.0,2002-05-07 00:00:00,
S70957,Insert Fine Notification,,2002-05-07 00:00:00,
N38607,Insert Fine Notification,,2002-05-08 00:00:00,
N38972,Insert Fine Notification,,2002-05-08 00:00:00,
N39139,Insert Fine Notification,,2002-05-08 00:00:00,
S71352,Payment,,2002-05-08 00:00:00,False
N41491,Create Fine,548.0,2002-05-08 00:00:00,
S70798,Insert Fine Notification,,2002-05-08 00:00:00,
S65799,Payment,,2002-05-08 00:00:00,False
N41492,Create Fine,548.0,2002-05-08 00:00:00,
N40247,Create Fine,536.0,2002-05-08 00:00:00,
S72106,Payment,,2002-05-08 00:00:00,False
N41490,Create Fine,548.0,2002-05-08 00:00:00,
S71453,Create Fine,833.0,2002-05-09 00:00:00,
S52832,Insert Fine Notification,,2002-05-09 00:00:00,
S69126,Payment,,2002-05-09 00:00:00,False
S71353,Create Fine,810.0,2002-05-09 00:00:00,
V8940,Create Fine,832.0,2002-05-09 00:00:00,
N41886,Create Fine,550.0,2002-05-09 00:00:00,
V8939,Create Fine,832.0,2002-05-09 00:00:00,
N38941,Insert Fine Notification,,2002-05-09 00:00:00,
S71354,Create Fine,810.0,2002-05-09 00:00:00,
N41493,Create Fine,548.0,2002-05-09 00:00:00,
N38743,Payment,,2002-05-09 00:00:00,
V8931,Create Fine,832.0,2002-05-09 00:00:00,
N33494,Payment,,2002-05-09 00:00:00,False
S71303,Payment,,2002-05-10 00:00:00,False
S71358,Create Fine,810.0,2002-05-10 00:00:00,
S71812,Create Fine,838.0,2002-05-10 00:00:00,
S72309,Create Fine,829.0,2002-05-10 00:00:00,
S72162,Create Fine,831.0,2002-05-10 00:00:00,
V8970,Create Fine,11.0,2002-05-10 00:00:00,
C14818,Create Fine,829.0,2002-05-10 00:00:00,
S64093,Payment,,2002-05-10 00:00:00,False
V8958,Create Fine,11.0,2002-05-10 00:00:00,
V8959,Create Fine,11.0,2002-05-10 00:00:00,
S71356,Create Fine,810.0,2002-05-10 00:00:00,
S71657,Create Fine,819.0,2002-05-10 00:00:00,
V8972,Create Fine,11.0,2002-05-10 00:00:00,
V8947,Create Fine,11.0,2002-05-10 00:00:00,
S70817,Payment,,2002-05-11 00:00:00,False
N42203,Create Fine,550.0,2002-05-11 00:00:00,
N42429,Create Fine,538.0,2002-05-11 00:00:00,
S71105,Payment,,2002-05-11 00:00:00,False
N42215,Create Fine,550.0,2002-05-11 00:00:00,
S71904,Create Fine,832.0,2002-05-11 00:00:00,
N42430,Create Fine,538.0,2002-05-11 00:00:00,
N42004,Create Fine,548.0,2002-05-11 00:00:00,
S70667,Add penalty,,2002-05-11 00:00:00,
S71309,Create Fine,802.0,2002-05-11 00:00:00,
S71767,Create Fine,825.0,2002-05-11 00:00:00,
N33805,Payment,,2002-05-11 00:00:00,
S71866,Create Fine,820.0,2002-05-11 00:00:00,
N38473,Add penalty,,2002-05-11 00:00:00,
S71814,Create Fine,838.0,2002-05-12 00:00:00,
S72407,Create Fine,821.0,2002-05-12 00:00:00,
C14507,Create Fine,34.0,2002-05-12 00:00:00,
S71770,Create Fine,825.0,2002-05-13 00:00:00,
S71870,Create Fine,820.0,2002-05-13 00:00:00,
S72203,Create Fine,834.0,2002-05-13 00:00:00,
S72169,Create Fine,831.0,2002-05-13 00:00:00,
S71358,Payment,,2002-05-13 00:00:00,False
S72116,Create Fine,839.0,2002-05-13 00:00:00,
N38935,Insert Fine Notification,,2002-05-13 00:00:00,
S72411,Create Fine,821.0,2002-05-13 00:00:00,
N39989,Payment,,2002-05-13 00:00:00,False
N38639,Insert Fine Notification,,2002-05-13 00:00:00,
S72006,Create Fine,837.0,2002-05-14 00:00:00,
S72174,Create Fine,831.0,2002-05-14 00:00:00,
S66744,Payment,,2002-05-14 00:00:00,False
S71820,Create Fine,838.0,2002-05-14 00:00:00,
N42011,Create Fine,548.0,2002-05-14 00:00:00,
N42068,Create Fine,536.0,2002-05-14 00:00:00,
S71509,Create Fine,816.0,2002-05-14 00:00:00,
S71356,Payment,,2002-05-14 00:00:00,False
S72179,Create Fine,831.0,2002-05-14 00:00:00,
S71760,Payment,,2002-05-14 00:00:00,False
N42238,Create Fine,550.0,2002-05-15 00:00:00,
S71460,Create Fine,833.0,2002-05-15 00:00:00,
N42217,Create Fine,550.0,2002-05-15 00:00:00,
N42013,Create Fine,548.0,2002-05-15 00:00:00,
S71354,Payment,,2002-05-15 00:00:00,False
C14507,Payment,,2002-05-15 00:00:00,False
C14818,Payment,,2002-05-15 00:00:00,False
S70991,Insert Fine Notification,,2002-05-15 00:00:00,
N39740,Insert Fine Notification,,2002-05-15 00:00:00,
N39964,Insert Fine Notification,,2002-05-16 00:00:00,
N39278,Insert Fine Notification,,2002-05-16 00:00:00,
S71313,Create Fine,802.0,2002-05-16 00:00:00,
V9154,Create Fine,22.0,2002-05-16 00:00:00,
N42441,Create Fine,538.0,2002-05-16 00:00:00,
N42440,Create Fine,538.0,2002-05-16 00:00:00,
N42232,Create Fine,550.0,2002-05-16 00:00:00,
V9162,Create Fine,22.0,2002-05-16 00:00:00,
N41013,Insert Fine Notification,,2002-05-17 00:00:00,
S71778,Create Fine,825.0,2002-05-17 00:00:00,
N39949,Insert Fine Notification,,2002-05-17 00:00:00,
N39329,Insert Fine Notification,,2002-05-17 00:00:00,
N39373,Insert Fine Notification,,2002-05-17 00:00:00,
N36200,Insert Fine Notification,,2002-05-17 00:00:00,
S71630,Create Fine,824.0,2002-05-17 00:00:00,
S70893,Insert Fine Notification,,2002-05-18 00:00:00,
C14813,Create Fine,828.0,2002-05-18 00:00:00,
V8981,Create Fine,22.0,2002-05-18 00:00:00,
N42245,Create Fine,550.0,2002-05-18 00:00:00,
N39532,Insert Fine Notification,,2002-05-18 00:00:00,
N41609,Insert Fine Notification,,2002-05-18 00:00:00,
N40123,Insert Fine Notification,,2002-05-18 00:00:00,
N40015,Insert Fine Notification,,2002-05-18 00:00:00,
S71408,Create Fine,835.0,2002-05-18 00:00:00,
S71407,Create Fine,835.0,2002-05-18 00:00:00,
S72416,Create Fine,821.0,2002-05-18 00:00:00,
S72407,Payment,,2002-05-18 00:00:00,False
N40511,Insert Fine Notification,,2002-05-18 00:00:00,
S72261,Create Fine,828.0,2002-05-19 00:00:00,
S72262,Create Fine,828.0,2002-05-19 00:00:00,
N38642,Insert Fine Notification,,2002-05-19 00:00:00,
S71666,Create Fine,819.0,2002-05-20 00:00:00,
S72186,Create Fine,831.0,2002-05-20 00:00:00,
S71637,Create Fine,824.0,2002-05-20 00:00:00,
S71513,Create Fine,816.0,2002-05-20 00:00:00,
S72212,Create Fine,834.0,2002-05-20 00:00:00,
N42004,Payment,,2002-05-20 00:00:00,False
S71630,Payment,,2002-05-20 00:00:00,False
N39309,Insert Fine Notification,,2002-05-20 00:00:00,
N41493,Payment,,2002-05-20 00:00:00,False
C14813,Payment,,2002-05-20 00:00:00,False
N42524,Create Fine,538.0,2002-05-21 00:00:00,
N42254,Create Fine,550.0,2002-05-21 00:00:00,
S71870,Payment,,2002-05-21 00:00:00,False
S71643,Create Fine,824.0,2002-05-21 00:00:00,
S71829,Create Fine,838.0,2002-05-21 00:00:00,
S72262,Payment,,2002-05-21 00:00:00,False
C14609,Create Fine,704.0,2002-05-22 00:00:00,
N42024,Create Fine,548.0,2002-05-22 00:00:00,
N42258,Create Fine,550.0,2002-05-22 00:00:00,
S71887,Create Fine,820.0,2002-05-22 00:00:00,
S72213,Create Fine,834.0,2002-05-22 00:00:00,
S71891,Create Fine,820.0,2002-05-22 00:00:00,
N39278,Payment,,2002-05-22 00:00:00,
S72323,Create Fine,829.0,2002-05-23 00:00:00,
V8991,Create Fine,28.0,2002-05-23 00:00:00,
V8992,Create Fine,28.0,2002-05-23 00:00:00,
S71896,Create Fine,820.0,2002-05-24 00:00:00,
S71408,Payment,,2002-05-24 00:00:00,False
S69517,Payment,,2002-05-24 00:00:00,False
S39206,Insert Fine Notification,,2002-05-24 00:00:00,
S72323,Payment,,2002-05-24 00:00:00,False
S72712,Create Fine,831.0,2002-05-24 00:00:00,
S72427,Create Fine,821.0,2002-05-24 00:00:00,
S71794,Create Fine,825.0,2002-05-24 00:00:00,
S72219,Create Fine,834.0,2002-05-24 00:00:00,
N42153,Create Fine,536.0,2002-05-24 00:00:00,
N42041,Create Fine,548.0,2002-05-25 00:00:00,
S72425,Create Fine,821.0,2002-05-25 00:00:00,
S71722,Create Fine,836.0,2002-05-25 00:00:00,
S72329,Create Fine,829.0,2002-05-25 00:00:00,
S72728,Create Fine,831.0,2002-05-25 00:00:00,
N42536,Create Fine,538.0,2002-05-25 00:00:00,
S72717,Create Fine,831.0,2002-05-25 00:00:00,
S71672,Create Fine,819.0,2002-05-25 00:00:00,
N42040,Create Fine,548.0,2002-05-25 00:00:00,
S71336,Create Fine,802.0,2002-05-27 00:00:00,
V7294,Payment,,2002-05-27 00:00:00,False
S72852,Create Fine,820.0,2002-05-27 00:00:00,
N42167,Create Fine,536.0,2002-05-27 00:00:00,
N42270,Create Fine,550.0,2002-05-27 00:00:00,
S72274,Create Fine,828.0,2002-05-28 00:00:00,
S72270,Create Fine,828.0,2002-05-28 00:00:00,
N42258,Payment,,2002-05-28 00:00:00,False
S72219,Payment,,2002-05-28 00:00:00,False
S72138,Create Fine,839.0,2002-05-28 00:00:00,
S71678,Create Fine,819.0,2002-05-28 00:00:00,
S72457,Create Fine,824.0,2002-05-28 00:00:00,
S72276,Create Fine,828.0,2002-05-28 00:00:00,
S72333,Create Fine,829.0,2002-05-28 00:00:00,
S72137,Create Fine,839.0,2002-05-28 00:00:00,
N42557,Create Fine,538.0,2002-05-29 00:00:00,
S71794,Payment,,2002-05-29 00:00:00,False
S72663,Create Fine,28.0,2002-05-30 00:00:00,
N42285,Create Fine,550.0,2002-05-30 00:00:00,
V9026,Create Fine,11.0,2002-05-30 00:00:00,
N42303,Create Fine,548.0,2002-05-30 00:00:00,
S71778,Payment,,2002-05-30 00:00:00,False
S71479,Create Fine,833.0,2002-05-30 00:00:00,
S72668,Create Fine,28.0,2002-05-30 00:00:00,
V9030,Create Fine,11.0,2002-05-30 00:00:00,
N42304,Create Fine,548.0,2002-05-30 00:00:00,
S72226,Create Fine,834.0,2002-05-30 00:00:00,
S72717,Payment,,2002-05-30 00:00:00,False
S71336,Payment,,2002-05-30 00:00:00,False
S71564,Create Fine,823.0,2002-05-31 00:00:00,
N42557,Payment,,2002-05-31 00:00:00,False
V9042,Create Fine,11.0,2002-05-31 00:00:00,
N42182,Create Fine,536.0,2002-05-31 00:00:00,
S72231,Create Fine,834.0,2002-05-31 00:00:00,
N38011,Payment,,2002-05-31 00:00:00,False
S71407,Payment,,2002-05-31 00:00:00,False
S71682,Create Fine,819.0,2002-06-01 00:00:00,
V9048,Create Fine,29.0,2002-06-01 00:00:00,
S72287,Create Fine,828.0,2002-06-01 00:00:00,
S72440,Create Fine,821.0,2002-06-01 00:00:00,
S71386,Create Fine,810.0,2002-06-01 00:00:00,
S70878,Payment,,2002-06-01 00:00:00,
S72463,Create Fine,824.0,2002-06-01 00:00:00,
S71930,Create Fine,832.0,2002-06-01 00:00:00,
V9047,Create Fine,29.0,2002-06-01 00:00:00,
S72439,Create Fine,821.0,2002-06-01 00:00:00,
S71385,Create Fine,810.0,2002-06-01 00:00:00,
S72141,Create Fine,839.0,2002-06-02 00:00:00,
S72442,Create Fine,821.0,2002-06-02 00:00:00,
S71572,Create Fine,823.0,2002-06-02 00:00:00,
S72146,Create Fine,839.0,2002-06-02 00:00:00,
S72445,Create Fine,821.0,2002-06-02 00:00:00,
S71941,Create Fine,832.0,2002-06-02 00:00:00,
S71570,Create Fine,823.0,2002-06-02 00:00:00,
S71571,Create Fine,823.0,2002-06-02 00:00:00,
S72754,Create Fine,825.0,2002-06-02 00:00:00,
S71887,Payment,,2002-06-03 00:00:00,False
S72765,Create Fine,825.0,2002-06-03 00:00:00,
N42592,Create Fine,538.0,2002-06-03 00:00:00,
S72337,Create Fine,829.0,2002-06-03 00:00:00,
S72852,Payment,,2002-06-03 00:00:00,False
N42293,Create Fine,550.0,2002-06-03 00:00:00,
N42146,Payment,,2002-06-03 00:00:00,False
N42180,Create Fine,536.0,2002-06-03 00:00:00,
C14965,Create Fine,833.0,2002-06-04 00:00:00,
C14878,Create Fine,831.0,2002-06-04 00:00:00,
N42303,Payment,,2002-06-04 00:00:00,False
S72918,Create Fine,831.0,2002-06-04 00:00:00,
S72917,Create Fine,831.0,2002-06-04 00:00:00,
S72919,Create Fine,831.0,2002-06-04 00:00:00,
C14609,Payment,,2002-06-04 00:00:00,False
S71258,Create Fine,25.0,2002-06-05 00:00:00,
N42187,Create Fine,536.0,2002-06-05 00:00:00,
S72769,Create Fine,825.0,2002-06-05 00:00:00,
S72489,Create Fine,824.0,2002-06-05 00:00:00,
S72290,Create Fine,828.0,2002-06-05 00:00:00,
N42189,Create Fine,536.0,2002-06-05 00:00:00,
S72238,Create Fine,834.0,2002-06-05 00:00:00,
N42596,Create Fine,538.0,2002-06-05 00:00:00,
N42702,Create Fine,550.0,2002-06-05 00:00:00,
N42319,Create Fine,548.0,2002-06-05 00:00:00,
N38365,Payment,,2002-06-05 00:00:00,False
S71346,Create Fine,802.0,2002-06-06 00:00:00,
S71485,Create Fine,833.0,2002-06-06 00:00:00,
S71491,Create Fine,833.0,2002-06-06 00:00:00,
S71482,Create Fine,833.0,2002-06-06 00:00:00,
S71487,Create Fine,833.0,2002-06-06 00:00:00,
V9065,Create Fine,29.0,2002-06-06 00:00:00,
V9064,Create Fine,29.0,2002-06-06 00:00:00,
S71417,Create Fine,835.0,2002-06-07 00:00:00,
N42612,Create Fine,538.0,2002-06-08 00:00:00,
S73004,Create Fine,802.0,2002-06-08 00:00:00,
S72457,Payment,,2002-06-08 00:00:00,False
S71691,Create Fine,819.0,2002-06-08 00:00:00,
S71848,Create Fine,838.0,2002-06-08 00:00:00,
S72924,Create Fine,831.0,2002-06-08 00:00:00,
S73011,Create Fine,802.0,2002-06-08 00:00:00,
C14735,Create Fine,820.0,2002-06-08 00:00:00,
S73104,Create Fine,839.0,2002-06-08 00:00:00,
S73103,Create Fine,839.0,2002-06-08 00:00:00,
S71578,Create Fine,823.0,2002-06-08 00:00:00,
C14690,Create Fine,824.0,2002-06-08 00:00:00,
S72927,Create Fine,831.0,2002-06-09 00:00:00,
S71692,Create Fine,819.0,2002-06-09 00:00:00,
S57487,Send Fine,,2002-06-10 00:00:00,
N40631,Send Fine,,2002-06-10 00:00:00,False
N40085,Send Fine,,2002-06-10 00:00:00,False
S71904,Send Fine,,2002-06-10 00:00:00,
S71814,Send Fine,,2002-06-10 00:00:00,
N41681,Send Fine,,2002-06-10 00:00:00,
N42215,Send Fine,,2002-06-10 00:00:00,
N40633,Send Fine,,2002-06-10 00:00:00,
S71866,Send Fine,,2002-06-10 00:00:00,
N42131,Send Fine,,2002-06-10 00:00:00,False
N41327,Send Fine,,2002-06-10 00:00:00,False
N41864,Send Fine,,2002-06-10 00:00:00,
N41867,Send Fine,,2002-06-10 00:00:00,
N41334,Send Fine,,2002-06-10 00:00:00,
N40233,Send Fine,,2002-06-10 00:00:00,False
S71452,Send Fine,,2002-06-10 00:00:00,
N40305,Send Fine,,2002-06-10 00:00:00,
S70721,Send Fine,,2002-06-10 00:00:00,
S72002,Send Fine,,2002-06-10 00:00:00,
V8798,Send Fine,,2002-06-10 00:00:00,
N41480,Send Fine,,2002-06-10 00:00:00,
V8731,Send Fine,,2002-06-10 00:00:00,
V8801,Send Fine,,2002-06-10 00:00:00,
N40070,Send Fine,,2002-06-10 00:00:00,
N42139,Send Fine,,2002-06-10 00:00:00,
N40609,Send Fine,,2002-06-10 00:00:00,
N40605,Send Fine,,2002-06-10 00:00:00,
N40234,Send Fine,,2002-06-10 00:00:00,False
N40600,Send Fine,,2002-06-10 00:00:00,False
N41324,Send Fine,,2002-06-10 00:00:00,
N41641,Send Fine,,2002-06-10 00:00:00,
N39524,Send Fine,,2002-06-10 00:00:00,
S72712,Send Fine,,2002-06-10 00:00:00,False
S70718,Send Fine,,2002-06-10 00:00:00,
N40058,Send Fine,,2002-06-10 00:00:00,
N41490,Send Fine,,2002-06-10 00:00:00,
N42402,Send Fine,,2002-06-10 00:00:00,
S52807,Send Fine,,2002-06-10 00:00:00,False
V8764,Send Fine,,2002-06-10 00:00:00,
N40632,Send Fine,,2002-06-10 00:00:00,
N40086,Send Fine,,2002-06-10 00:00:00,
S71657,Send Fine,,2002-06-10 00:00:00,
C10593,Send Fine,,2002-06-10 00:00:00,
N40634,Send Fine,,2002-06-10 00:00:00,
N40637,Send Fine,,2002-06-10 00:00:00,
C14456,Send Fine,,2002-06-10 00:00:00,
N39894,Send Fine,,2002-06-10 00:00:00,False
S71353,Send Fine,,2002-06-10 00:00:00,
S60884,Send Fine,,2002-06-10 00:00:00,False
V8768,Send Fine,,2002-06-10 00:00:00,
V8786,Send Fine,,2002-06-10 00:00:00,
N40616,Send Fine,,2002-06-10 00:00:00,
S70978,Send Fine,,2002-06-10 00:00:00,
N40345,Send Fine,,2002-06-10 00:00:00,False
V8743,Send Fine,,2002-06-10 00:00:00,False
N40626,Send Fine,,2002-06-10 00:00:00,False
V8792,Send Fine,,2002-06-10 00:00:00,
N41337,Send Fine,,2002-06-10 00:00:00,
V8762,Send Fine,,2002-06-10 00:00:00,
N40348,Send Fine,,2002-06-10 00:00:00,
N41786,Send Fine,,2002-06-10 00:00:00,
S68139,Send Fine,,2002-06-10 00:00:00,
N41815,Send Fine,,2002-06-10 00:00:00,
N41055,Send Fine,,2002-06-10 00:00:00,False
S71106,Send Fine,,2002-06-10 00:00:00,False
S71014,Send Fine,,2002-06-10 00:00:00,
N40207,Send Fine,,2002-06-10 00:00:00,False
N40141,Send Fine,,2002-06-10 00:00:00,
N40140,Send Fine,,2002-06-10 00:00:00,False
N40139,Send Fine,,2002-06-10 00:00:00,
N41937,Send Fine,,2002-06-10 00:00:00,False
N40138,Send Fine,,2002-06-10 00:00:00,
S60947,Send Fine,,2002-06-10 00:00:00,
N41985,Send Fine,,2002-06-10 00:00:00,
N41913,Send Fine,,2002-06-10 00:00:00,
N41807,Send Fine,,2002-06-10 00:00:00,
N41731,Send Fine,,2002-06-10 00:00:00,
N41387,Send Fine,,2002-06-10 00:00:00,
N40165,Send Fine,,2002-06-10 00:00:00,
N41388,Send Fine,,2002-06-10 00:00:00,
N41461,Send Fine,,2002-06-10 00:00:00,False
N40744,Send Fine,,2002-06-10 00:00:00,False
N41434,Send Fine,,2002-06-10 00:00:00,False
S60231,Send Fine,,2002-06-10 00:00:00,False
N40735,Send Fine,,2002-06-10 00:00:00,
N41053,Send Fine,,2002-06-10 00:00:00,
N41762,Send Fine,,2002-06-10 00:00:00,False
N42354,Create Fine,536.0,2002-06-10 00:00:00,
N40190,Send Fine,,2002-06-10 00:00:00,
N41441,Send Fine,,2002-06-10 00:00:00,
S60246,Send Fine,,2002-06-10 00:00:00,
S71694,Create Fine,819.0,2002-06-10 00:00:00,
S71020,Send Fine,,2002-06-10 00:00:00,
N41952,Send Fine,,2002-06-10 00:00:00,
N42618,Create Fine,538.0,2002-06-10 00:00:00,
N42616,Create Fine,538.0,2002-06-10 00:00:00,
N41765,Send Fine,,2002-06-10 00:00:00,False
N41752,Send Fine,,2002-06-10 00:00:00,
N40200,Send Fine,,2002-06-10 00:00:00,False
N40715,Send Fine,,2002-06-10 00:00:00,False
N40714,Send Fine,,2002-06-10 00:00:00,False
S72497,Create Fine,824.0,2002-06-10 00:00:00,
N41761,Send Fine,,2002-06-10 00:00:00,
N41956,Send Fine,,2002-06-10 00:00:00,
N41416,Send Fine,,2002-06-10 00:00:00,
S71074,Send Fine,,2002-06-10 00:00:00,
N40217,Send Fine,,2002-06-10 00:00:00,
N41808,Send Fine,,2002-06-10 00:00:00,
N41470,Send Fine,,2002-06-10 00:00:00,
N41833,Send Fine,,2002-06-10 00:00:00,
N41906,Send Fine,,2002-06-10 00:00:00,False
S39235,Send Fine,,2002-06-10 00:00:00,False
S66655,Send Fine,,2002-06-10 00:00:00,
N41450,Send Fine,,2002-06-10 00:00:00,
N41469,Send Fine,,2002-06-10 00:00:00,
S72917,Payment,,2002-06-10 00:00:00,False
N41905,Send Fine,,2002-06-10 00:00:00,
N40740,Send Fine,,2002-06-10 00:00:00,
S70741,Send Fine,,2002-06-10 00:00:00,
N41914,Send Fine,,2002-06-10 00:00:00,
S71057,Send Fine,,2002-06-10 00:00:00,
S57488,Send Fine,,2002-06-10 00:00:00,
N41832,Send Fine,,2002-06-10 00:00:00,
N41376,Send Fine,,2002-06-10 00:00:00,False
N41704,Send Fine,,2002-06-10 00:00:00,
N41706,Send Fine,,2002-06-10 00:00:00,
C13138,Payment,,2002-06-10 00:00:00,
S70999,Send Fine,,2002-06-10 00:00:00,
N41994,Send Fine,,2002-06-10 00:00:00,
N40214,Send Fine,,2002-06-10 00:00:00,
S57493,Send Fine,,2002-06-10 00:00:00,
N42103,Send Fine,,2002-06-10 00:00:00,
N40668,Send Fine,,2002-06-10 00:00:00,
S71007,Send Fine,,2002-06-10 00:00:00,False
N41793,Send Fine,,2002-06-10 00:00:00,
N41844,Send Fine,,2002-06-10 00:00:00,False
S72290,Payment,,2002-06-10 00:00:00,False
S72875,Create Fine,820.0,2002-06-11 00:00:00,
S73118,Create Fine,839.0,2002-06-11 00:00:00,
S72873,Create Fine,820.0,2002-06-11 00:00:00,
S71487,Payment,,2002-06-11 00:00:00,False
S73121,Create Fine,839.0,2002-06-11 00:00:00,
S73052,Create Fine,821.0,2002-06-11 00:00:00,
N42735,Create Fine,550.0,2002-06-11 00:00:00,
S72769,Payment,,2002-06-12 00:00:00,
N42304,Payment,,2002-06-12 00:00:00,False
N41061,Create Fine,541.0,2002-06-12 00:00:00,
V9086,Create Fine,25.0,2002-06-12 00:00:00,
S72782,Create Fine,825.0,2002-06-12 00:00:00,
S72365,Create Fine,830.0,2002-06-12 00:00:00,
N42724,Create Fine,550.0,2002-06-12 00:00:00,
S72881,Create Fine,820.0,2002-06-12 00:00:00,
S72781,Create Fine,825.0,2002-06-12 00:00:00,
S72489,Payment,,2002-06-12 00:00:00,False
N36977,Payment,,2002-06-12 00:00:00,
N41062,Create Fine,541.0,2002-06-12 00:00:00,
S71740,Create Fine,836.0,2002-06-12 00:00:00,
S71692,Payment,,2002-06-12 00:00:00,False
S72068,Create Fine,827.0,2002-06-12 00:00:00,
S73567,Create Fine,832.0,2002-06-13 00:00:00,
S73561,Create Fine,832.0,2002-06-13 00:00:00,
V9110,Create Fine,28.0,2002-06-13 00:00:00,
S72247,Create Fine,834.0,2002-06-13 00:00:00,
S71417,Payment,,2002-06-13 00:00:00,False
S73252,Create Fine,834.0,2002-06-13 00:00:00,
N42635,Create Fine,538.0,2002-06-13 00:00:00,
V9094,Create Fine,29.0,2002-06-13 00:00:00,
V9098,Create Fine,29.0,2002-06-13 00:00:00,
N42337,Create Fine,548.0,2002-06-14 00:00:00,
V9130,Create Fine,11.0,2002-06-14 00:00:00,
S71750,Create Fine,836.0,2002-06-14 00:00:00,
N42339,Create Fine,548.0,2002-06-14 00:00:00,
S73661,Create Fine,838.0,2002-06-14 00:00:00,
N42640,Create Fine,538.0,2002-06-14 00:00:00,
N42638,Create Fine,538.0,2002-06-14 00:00:00,
S71498,Create Fine,833.0,2002-06-14 00:00:00,
N42366,Create Fine,536.0,2002-06-14 00:00:00,
V9124,Create Fine,11.0,2002-06-14 00:00:00,
N42639,Create Fine,538.0,2002-06-14 00:00:00,
V9134,Create Fine,11.0,2002-06-14 00:00:00,
N42651,Create Fine,538.0,2002-06-14 00:00:00,
N42748,Create Fine,550.0,2002-06-14 00:00:00,
S72070,Create Fine,827.0,2002-06-14 00:00:00,
S72075,Create Fine,827.0,2002-06-15 00:00:00,
S71424,Create Fine,835.0,2002-06-15 00:00:00,
S72089,Create Fine,827.0,2002-06-15 00:00:00,
S72782,Payment,,2002-06-15 00:00:00,False
S73505,Create Fine,810.0,2002-06-15 00:00:00,
S72297,Create Fine,828.0,2002-06-15 00:00:00,
C14745,Create Fine,832.0,2002-06-15 00:00:00,
N42343,Create Fine,548.0,2002-06-15 00:00:00,
S73502,Create Fine,810.0,2002-06-15 00:00:00,
S73043,Create Fine,802.0,2002-06-15 00:00:00,
N42646,Create Fine,538.0,2002-06-15 00:00:00,
S72079,Create Fine,827.0,2002-06-15 00:00:00,
S73257,Create Fine,834.0,2002-06-15 00:00:00,
S73037,Create Fine,802.0,2002-06-15 00:00:00,
N42371,Create Fine,536.0,2002-06-15 00:00:00,
S73161,Create Fine,829.0,2002-06-15 00:00:00,
S73034,Create Fine,802.0,2002-06-15 00:00:00,
S68385,Create Fine,26.0,2002-06-15 00:00:00,
S73259,Create Fine,834.0,2002-06-15 00:00:00,
N42684,Create Fine,538.0,2002-06-15 00:00:00,
N42953,Create Fine,536.0,2002-06-15 00:00:00,
S71533,Create Fine,816.0,2002-06-15 00:00:00,
S73042,Create Fine,802.0,2002-06-15 00:00:00,
S73048,Create Fine,802.0,2002-06-16 00:00:00,
N42660,Create Fine,538.0,2002-06-16 00:00:00,
S73181,Create Fine,829.0,2002-06-16 00:00:00,
S71600,Create Fine,823.0,2002-06-16 00:00:00,
S73601,Create Fine,828.0,2002-06-16 00:00:00,
N42387,Create Fine,536.0,2002-06-16 00:00:00,
S73167,Create Fine,829.0,2002-06-16 00:00:00,
S73168,Create Fine,829.0,2002-06-16 00:00:00,
S73182,Create Fine,829.0,2002-06-16 00:00:00,
S72041,Create Fine,837.0,2002-06-16 00:00:00,
N42384,Create Fine,536.0,2002-06-16 00:00:00,
S72299,Create Fine,828.0,2002-06-16 00:00:00,
S73176,Create Fine,829.0,2002-06-16 00:00:00,
N42656,Create Fine,538.0,2002-06-16 00:00:00,
S66669,Create Fine,35.0,2002-06-16 00:00:00,
