REQUEST_ID,ACTIVITY,START_DATE,END_DATE,CE_UO,ROLE,CLOSURE_TYPE,CLOSURE_REASON,WORKING_STATE,case_cost,outcome
201811004801,Request completed with account closure,2018-11-27 10:10:09,2018-11-27 10:10:09.000,BOF,BACK-OFFICE,Inheritance,,Completed,13.11,True
201811006859,Service closure Request with BO responsibility,2018-11-27 10:15:29,2018-11-29 12:19:21.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,17.400000000000002,
201811009242,Service closure Request with BO responsibility,2018-11-27 10:35:40,2018-11-27 10:37:34.000,BOF,BACK-OFFICE,Client Recess,,Completed,2.3,
201811009242,Pending Request for Reservation Closure,2018-11-27 10:37:34,2018-11-27 10:39:06.000,BOF,BACK-OFFICE,Client Recess,,Completed,3.1,
201811009242,Pending Liquidation Request,2018-11-27 10:39:06,2018-11-29 03:29:05.000,BOF,BACK-OFFICE,Client Recess,,Completed,3.9,
201811002212,Pending Request for Reservation Closure,2018-11-27 10:59:51,2018-11-27 11:02:58.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,6.51,
201811002212,Pending Liquidation Request,2018-11-27 11:02:58,2018-11-29 03:06:59.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,7.31,
201811005033,Request completed with account closure,2018-11-27 11:08:24,2018-11-27 11:08:24.000,BOF,BACK-OFFICE,Inheritance,,Completed,13.11,True
201811009747,Pending Request for Reservation Closure,2018-11-27 11:18:57,2018-11-27 11:22:58.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,6.51,
201811009747,Pending Liquidation Request,2018-11-27 11:22:58,2018-11-29 03:32:34.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,7.31,
201811007137,Pending Request for Reservation Closure,2018-11-27 11:23:55,2018-11-27 11:26:57.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,7.9099999999999975,
201811007137,Pending Liquidation Request,2018-11-27 11:26:57,2018-11-29 03:13:46.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,8.709999999999999,
201811010028,Request created,2018-11-27 11:44:47,2018-11-27 11:45:29.000,418,APPLICANT,Client Recess,1 - Client lost,Completed,1.5,
201811010028,Evaluating Request (NO registered letter),2018-11-27 11:45:29,2018-11-27 11:48:08.000,551,DIRECTOR,Client Recess,1 - Client lost,Completed,16.0,
201811010028,Service closure Request with network responsibility,2018-11-27 11:55:35,2018-11-27 11:59:15.000,551,APPLICANT,Client Recess,1 - Client lost,Completed,16.6,
201811010028,Service closure Request with BO responsibility,2018-11-27 11:59:15,2018-11-30 11:44:13.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,17.400000000000002,
201811007539,Pending Request for Reservation Closure,2018-11-27 12:04:32,2018-11-27 12:07:17.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,6.51,
201811007539,Pending Liquidation Request,2018-11-27 12:07:17,2018-11-29 03:15:47.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,7.31,
201811009352,Pending Request for Reservation Closure,2018-11-27 12:08:41,2018-11-27 12:11:14.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,18.200000000000006,
201811009352,Pending Liquidation Request,2018-11-27 12:11:14,2018-11-29 03:30:29.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,19.000000000000004,
201811006570,Pending Request for Reservation Closure,2018-11-27 12:12:23,2018-11-27 12:15:03.000,48,BACK-OFFICE,Porting,,Completed,2.9000000000000004,
201811006570,Pending Liquidation Request,2018-11-27 12:15:03,2018-11-29 03:11:43.000,48,BACK-OFFICE,Porting,,Completed,3.7,
201811006044,Service closure Request with network responsibility,2018-11-27 12:59:13,2018-11-27 13:00:41.000,567,APPLICANT,Client Recess,1 - Client lost,Completed,16.6,
201811006044,Service closure Request with BO responsibility,2018-11-27 13:00:41,2018-11-30 16:14:29.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,17.400000000000002,
201811009483,Pending Request for Reservation Closure,2018-11-27 13:05:33,2018-11-27 13:07:08.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,18.200000000000006,
201811009311,Pending Request for Reservation Closure,2018-11-27 13:06:45,2018-11-27 13:07:10.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,6.51,
201811009483,Pending Liquidation Request,2018-11-27 13:07:08,2018-11-29 03:30:56.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,19.000000000000004,
201811009311,Pending Liquidation Request,2018-11-27 13:07:10,2018-11-29 03:29:48.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,7.31,
201811007793,Request completed with account closure,2018-11-27 13:19:41,2018-11-27 13:19:41.000,BOF,BACK-OFFICE,Inheritance,,Completed,13.11,True
201811010152,Request created,2018-11-27 13:35:26,2018-11-27 13:36:16.000,88,APPLICANT,Client Recess,2 - Keep bank account. Same dip,Completed,1.5,
201811010152,Service closure Request with network responsibility,2018-11-27 13:36:16,2018-12-04 09:11:57.000,,APPLICANT,Client Recess,2 - Keep bank account. Same dip,Completed,2.1,
201811003472,Pending Request for Reservation Closure,2018-11-27 13:51:05,2018-11-27 13:55:00.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,18.200000000000006,
201811003472,Pending Liquidation Request,2018-11-27 13:55:00,2018-11-29 03:07:51.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,19.000000000000004,
201811010194,Request created,2018-11-27 15:18:55,2018-11-27 15:19:22.000,461,APPLICANT,Client Recess,1 - Client lost,Completed,1.5,
201811010194,Evaluating Request (NO registered letter),2018-11-27 15:19:22,2018-11-27 15:21:05.000,533,DIRECTOR,Client Recess,1 - Client lost,Completed,16.0,
201811010194,Service closure Request with network responsibility,2018-11-27 15:22:21,2018-11-27 15:22:42.000,533,APPLICANT,Client Recess,1 - Client lost,Completed,16.6,
201811010194,Service closure Request with BO responsibility,2018-11-27 15:22:42,2018-11-30 12:49:51.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,17.400000000000002,
201811006789,Pending Request for Reservation Closure,2018-11-27 15:38:15,2018-11-27 15:39:04.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,18.200000000000006,
201811006789,Pending Liquidation Request,2018-11-27 15:39:04,2018-11-29 03:12:24.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,19.000000000000004,
201811005300,Pending Request for Reservation Closure,2018-11-27 15:40:04,2018-11-27 15:43:03.000,BOF,BACK-OFFICE,Inheritance,,Completed,6.51,
201811005300,Pending Liquidation Request,2018-11-27 15:43:03,2018-11-29 03:08:45.000,BOF,BACK-OFFICE,Inheritance,,Completed,7.31,
201811008556,Pending Request for Reservation Closure,2018-11-27 17:01:46,2018-11-27 17:03:09.000,BOF,BACK-OFFICE,Client Recess,2 - Keep bank account. Same dip,Completed,6.51,
201811008556,Pending Liquidation Request,2018-11-27 17:03:09,2018-11-29 03:23:52.000,BOF,BACK-OFFICE,Client Recess,2 - Keep bank account. Same dip,Completed,7.31,
201811007769,Pending Request for Reservation Closure,2018-11-27 17:03:10,2018-11-27 17:07:06.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,18.200000000000006,
201811007769,Pending Liquidation Request,2018-11-27 17:07:06,2018-11-29 03:17:08.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,19.000000000000004,
201811007635,Pending Request for Reservation Closure,2018-11-27 17:09:08,2018-11-27 17:11:09.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,13.510000000000002,
201811007635,Pending Liquidation Request,2018-11-27 17:11:09,2018-11-29 03:16:04.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,14.310000000000002,
201811010295,Request created,2018-11-27 18:48:14,2018-11-27 18:49:47.000,360,APPLICANT,Client Recess,1 - Client lost,Completed,1.5,
201811010295,Evaluating Request (WITH registered letter),2018-11-27 18:49:47,2018-11-27 18:51:29.000,539,DIRECTOR,Client Recess,1 - Client lost,Completed,11.31,
20183008842,Request completed with account closure,2018-11-28 03:03:20,2018-11-28 03:03:20.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,19.800000000000004,False
201810009635,Request completed with account closure,2018-11-28 03:04:34,2018-11-28 03:04:34.000,303,BACK-OFFICE,Client Recess,,Completed,4.699999999999998,False
201810010941,Request completed with account closure,2018-11-28 03:04:38,2018-11-28 03:04:38.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,14.310000000000002,False
201811004931,Request completed with account closure,2018-11-28 03:07:24,2018-11-28 03:07:24.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,19.800000000000004,False
201811005628,Request completed with account closure,2018-11-28 03:08:17,2018-11-28 03:08:17.000,BOF,BACK-OFFICE,Inheritance,,Completed,15.110000000000005,False
201811005736,Request completed with account closure,2018-11-28 03:08:36,2018-11-28 03:08:36.000,BOF,BACK-OFFICE,Inheritance,,Completed,15.110000000000005,False
201811007015,Request completed with account closure,2018-11-28 03:10:42,2018-11-28 03:10:42.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,19.800000000000004,False
201811007049,Request completed with account closure,2018-11-28 03:10:53,2018-11-28 03:10:53.000,BOF,BACK-OFFICE,Client Recess,2 - Keep bank account. Same dip,Completed,8.11,False
201811007331,Request completed with account closure,2018-11-28 03:11:33,2018-11-28 03:11:33.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,19.800000000000004,False
201811007412,Request completed with account closure,2018-11-28 03:11:58,2018-11-28 03:11:58.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,19.800000000000004,False
201811007445,Request completed with account closure,2018-11-28 03:12:05,2018-11-28 03:12:05.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,19.800000000000004,False
201811007495,Request completed with account closure,2018-11-28 03:12:09,2018-11-28 03:12:09.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,19.800000000000004,False
201811008933,Request completed with account closure,2018-11-28 03:17:42,2018-11-28 03:17:42.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,15.110000000000005,False
201811010438,Request created,2018-11-28 09:43:12,2018-11-28 09:45:11.000,131,APPLICANT,Bank Recess,1 - Client lost,Completed,1.5,
201811010438,Service closure Request with network responsibility,2018-11-28 09:45:11,2018-11-28 09:46:42.000,,APPLICANT,Bank Recess,1 - Client lost,Completed,2.1,
201811010438,Authorization Requested,2018-11-28 09:46:42,2018-11-28 10:33:39.000,193,DIRECTOR,Bank Recess,1 - Client lost,Completed,4.91,
201811010438,Service closure Request with BO responsibility,2018-11-28 10:33:39,2018-11-28 14:54:45.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,5.71,
201811010577,Request created,2018-11-28 11:34:24,2018-11-28 11:35:41.000,265,APPLICANT,Bank Recess,1 - Client lost,Completed,1.5,
201811010577,Service closure Request with network responsibility,2018-11-28 11:35:41,2018-11-28 11:36:01.000,,APPLICANT,Bank Recess,1 - Client lost,Completed,2.1,
201811010577,Authorization Requested,2018-11-28 11:36:01,2018-11-28 11:45:29.000,51,DIRECTOR,Bank Recess,1 - Client lost,Completed,4.91,
201811010589,Request created,2018-11-28 11:42:40,2018-11-28 11:43:05.000,171,APPLICANT,Bank Recess,1 - Client lost,Completed,1.5,
201811010589,Service closure Request with network responsibility,2018-11-28 11:43:05,2018-11-28 11:43:29.000,,APPLICANT,Bank Recess,1 - Client lost,Completed,2.1,
201811010589,Authorization Requested,2018-11-28 11:43:29,2018-11-28 11:44:52.000,51,DIRECTOR,Bank Recess,1 - Client lost,Completed,4.91,
201811010589,Service closure Request with BO responsibility,2018-11-28 11:44:52,2018-11-29 15:07:24.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,5.71,
201811010577,Service closure Request with BO responsibility,2018-11-28 11:45:29,2018-11-29 15:08:35.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,5.71,
201811010645,Request created,2018-11-28 12:25:42,2018-11-28 12:26:54.000,201,APPLICANT,Client Recess,1 - Client lost,Completed,1.5,
201811010645,Evaluating Request (WITH registered letter),2018-11-28 12:26:54,2018-11-28 12:33:12.000,273,DIRECTOR,Client Recess,1 - Client lost,Completed,11.31,
201811010645,Service closure Request with network responsibility,2018-11-28 12:34:29,2018-11-28 12:34:49.000,273,APPLICANT,Client Recess,1 - Client lost,Completed,11.91,
201811010645,Service closure Request with BO responsibility,2018-11-28 12:34:49,2018-11-29 11:09:45.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,12.71,
201811008994,Service closure Request with network responsibility,2018-11-28 12:41:55,2018-11-28 12:43:38.000,39,APPLICANT,Client Recess,1 - Client lost,Completed,16.6,
201811008994,Service closure Request with BO responsibility,2018-11-28 12:43:38,2018-11-30 14:44:53.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,17.400000000000002,
201811010438,Pending Request for Reservation Closure,2018-11-28 14:54:45,2018-11-28 14:55:34.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,6.51,
201811010438,Pending Liquidation Request,2018-11-28 14:55:34,2018-11-30 03:34:03.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,7.31,
201811010774,Request created,2018-11-28 15:09:21,2018-11-28 15:11:40.000,398,APPLICANT,Porting,,Completed,1.5,
201811010774,Pending Request for Network Information,2018-11-28 15:11:40,2018-12-07 13:46:31.000,48,APPLICANT,Porting,,Completed,2.1,
201811010831,Request created,2018-11-28 16:02:18,2018-11-28 16:03:41.000,116,APPLICANT,Inheritance,,Completed,1.5,
201811010831,Service closure Request with network responsibility,2018-11-28 16:03:41,2018-11-28 16:04:58.000,,APPLICANT,Inheritance,,Completed,2.1,
201811010831,Authorization Requested,2018-11-28 16:04:58,2018-11-28 16:24:08.000,175,DIRECTOR,Inheritance,,Completed,4.91,
201811010831,Service closure Request with BO responsibility,2018-11-28 16:24:08,2018-11-30 14:47:34.000,BOF,BACK-OFFICE,Inheritance,,Completed,5.71,
201811010857,Request created,2018-11-28 16:43:41,2018-11-28 16:44:11.000,290,APPLICANT,Bank Recess,1 - Client lost,Completed,1.5,
201811010857,Service closure Request with network responsibility,2018-11-28 16:44:11,2018-11-28 16:45:19.000,,APPLICANT,Bank Recess,1 - Client lost,Completed,2.1,
201811010857,Authorization Requested,2018-11-28 16:45:19,2018-11-28 16:51:23.000,118,DIRECTOR,Bank Recess,1 - Client lost,Completed,4.91,
201811010857,Service closure Request with BO responsibility,2018-11-28 16:51:23,2018-11-29 15:06:44.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,5.71,
201811002212,Request completed with account closure,2018-11-29 03:06:59,2018-11-29 03:06:59.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,8.11,False
201811003472,Request completed with account closure,2018-11-29 03:07:51,2018-11-29 03:07:51.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,19.800000000000004,False
201811005300,Pending Request for acquittance of heirs,2018-11-29 03:08:45,2018-11-29 09:08:32.000,BOF,BACK-OFFICE,Inheritance,,Completed,12.31,True
201811006570,Back-Office Adjustment Requested,2018-11-29 03:11:43,2018-11-29 09:06:01.000,48,BACK-OFFICE,Porting,,Completed,11.7,
201811006789,Request completed with account closure,2018-11-29 03:12:24,2018-11-29 03:12:24.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,19.800000000000004,False
201811007137,Request completed with account closure,2018-11-29 03:13:46,2018-11-29 03:13:46.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,9.51,False
201811007539,Request completed with account closure,2018-11-29 03:15:47,2018-11-29 03:15:47.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,8.11,False
201811007635,Request completed with account closure,2018-11-29 03:16:04,2018-11-29 03:16:04.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,15.110000000000005,False
201811007769,Request completed with account closure,2018-11-29 03:17:08,2018-11-29 03:17:08.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,19.800000000000004,False
201811008556,Request completed with account closure,2018-11-29 03:23:52,2018-11-29 03:23:52.000,BOF,BACK-OFFICE,Client Recess,2 - Keep bank account. Same dip,Completed,8.11,False
201811009242,Back-Office Adjustment Requested,2018-11-29 03:29:05,2018-11-29 16:56:19.000,BOF,BACK-OFFICE,Client Recess,,Completed,11.9,
201811009311,Request completed with account closure,2018-11-29 03:29:48,2018-11-29 03:29:48.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,8.11,False
201811009352,Request completed with account closure,2018-11-29 03:30:29,2018-11-29 03:30:29.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,19.800000000000004,False
201811009483,Request completed with account closure,2018-11-29 03:30:56,2018-11-29 03:30:56.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,19.800000000000004,False
201811009747,Request completed with account closure,2018-11-29 03:32:34,2018-11-29 03:32:34.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,8.11,False
201811010939,Request created,2018-11-29 08:45:31,2018-11-29 08:47:31.000,423,APPLICANT,Client Recess,2 - Keep bank account. Same dip,Completed,1.5,
201811010939,Service closure Request with network responsibility,2018-11-29 08:47:31,2018-11-29 08:52:03.000,,APPLICANT,Client Recess,2 - Keep bank account. Same dip,Completed,2.1,
201811010939,Authorization Requested,2018-11-29 08:52:03,2018-12-14 11:46:38.000,55,DIRECTOR,Client Recess,2 - Keep bank account. Same dip,Completed,4.91,
201811006570,Request completed with account closure,2018-11-29 09:06:01,2018-11-29 09:06:01.000,48,BACK-OFFICE,Porting,,Completed,12.5,False
201811005300,Request completed with account closure,2018-11-29 09:08:32,2018-11-29 09:08:32.000,BOF,BACK-OFFICE,Inheritance,,Completed,13.11,True
201811010991,Request created,2018-11-29 09:41:36,2018-11-29 09:42:42.000,16,APPLICANT,Bank Recess,1 - Client lost,Completed,1.5,
201811010991,Service closure Request with network responsibility,2018-11-29 09:42:42,2018-11-29 09:45:29.000,,APPLICANT,Bank Recess,1 - Client lost,Completed,2.1,
201811010991,Authorization Requested,2018-11-29 09:45:29,2018-11-29 09:46:57.000,70,DIRECTOR,Bank Recess,1 - Client lost,Completed,4.91,
201811010991,Service closure Request with BO responsibility,2018-11-29 09:46:57,2018-11-29 17:44:50.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,5.71,
201811010645,Pending Request for Reservation Closure,2018-11-29 11:09:45,2018-11-29 11:11:35.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,13.510000000000002,
201811010645,Pending Liquidation Request,2018-11-29 11:11:35,2018-12-01 03:20:20.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,14.310000000000002,
201811004518,Pending Request for Reservation Closure,2018-11-29 11:57:45,2018-11-29 11:59:17.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,18.200000000000006,
201811004518,Pending Liquidation Request,2018-11-29 11:59:17,2018-12-01 03:06:23.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,19.000000000000004,
201811005282,Pending Request for Reservation Closure,2018-11-29 12:06:46,2018-11-29 12:07:22.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,7.9099999999999975,
201811005282,Pending Liquidation Request,2018-11-29 12:07:22,2018-12-01 03:07:15.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,8.709999999999999,
201811008606,Pending Request for Reservation Closure,2018-11-29 12:12:41,2018-11-29 12:15:33.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,18.200000000000006,
201811008606,Pending Liquidation Request,2018-11-29 12:15:33,2018-12-01 03:12:30.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,19.000000000000004,
201811006859,Pending Request for Reservation Closure,2018-11-29 12:19:21,2018-11-29 12:23:24.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,18.200000000000006,
201811006859,Pending Liquidation Request,2018-11-29 12:23:24,2018-12-01 03:08:57.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,19.000000000000004,
201811011199,Request created,2018-11-29 12:34:44,2018-11-29 12:34:57.000,162,APPLICANT,Client Recess,1 - Client lost,Completed,1.5,
201811011199,Evaluating Request (NO registered letter),2018-11-29 12:34:57,2018-11-29 12:47:25.000,130,DIRECTOR,Client Recess,1 - Client lost,Completed,16.0,
201811011199,Service closure Request with network responsibility,2018-11-29 12:51:06,2018-11-29 12:54:42.000,130,APPLICANT,Client Recess,1 - Client lost,Completed,16.6,
201811011199,Service closure Request with BO responsibility,2018-11-29 12:54:42,2018-11-29 16:38:12.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,17.400000000000002,
201811011242,Request created,2018-11-29 12:55:14,2018-11-29 12:56:07.000,228,APPLICANT,Client Recess,2 - Keep bank account. Same dip,Deleted,1.5,
201811011242,Request deleted,2018-11-29 12:56:07,2018-11-29 12:56:07.000,,APPLICANT,Client Recess,2 - Keep bank account. Same dip,Deleted,2.1,False
201811011246,Request created,2018-11-29 12:58:07,2018-11-29 12:59:47.000,340,APPLICANT,Client Recess,1 - Client lost,Completed,1.5,
201811011246,Evaluating Request (WITH registered letter),2018-11-29 12:59:47,2018-11-29 13:41:55.000,425,DIRECTOR,Client Recess,1 - Client lost,Completed,11.31,
201811011288,Request created,2018-11-29 13:46:59,2018-11-29 13:47:16.000,296,APPLICANT,Bank Recess,1 - Client lost,Completed,1.5,
201811011288,Service closure Request with network responsibility,2018-11-29 13:47:16,2018-11-29 13:47:38.000,,APPLICANT,Bank Recess,1 - Client lost,Completed,2.1,
201811011288,Authorization Requested,2018-11-29 13:47:38,2018-11-29 16:20:17.000,90,DIRECTOR,Bank Recess,1 - Client lost,Completed,4.91,
201810011029,Pending Request for Reservation Closure,2018-11-29 14:15:09,2018-11-29 14:15:17.000,BOF,BACK-OFFICE,Client Recess,7 - Keep other relationships. Same dip,Completed,19.600000000000005,
201810011029,Pending Liquidation Request,2018-11-29 14:15:17,2018-12-01 03:05:03.000,BOF,BACK-OFFICE,Client Recess,7 - Keep other relationships. Same dip,Completed,20.400000000000013,
201811011246,Service closure Request with network responsibility,2018-11-29 14:41:48,2018-11-29 14:42:36.000,425,APPLICANT,Client Recess,1 - Client lost,Completed,11.91,
201811011246,Service closure Request with BO responsibility,2018-11-29 14:42:36,2018-12-07 10:58:19.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,12.71,
201811010857,Pending Request for Reservation Closure,2018-11-29 15:07:20,2018-11-29 15:07:22.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,6.51,
201811010857,Pending Liquidation Request,2018-11-29 15:07:22,2018-12-01 03:21:50.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,7.31,
201811010589,Pending Request for Reservation Closure,2018-11-29 15:07:24,2018-11-29 15:11:27.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,6.51,
201811010577,Pending Request for Reservation Closure,2018-11-29 15:08:35,2018-11-29 15:11:25.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,6.51,
201811010577,Pending Liquidation Request,2018-11-29 15:11:25,2018-12-01 03:19:46.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,7.31,
201811010589,Pending Liquidation Request,2018-11-29 15:11:27,2018-12-01 03:19:50.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,7.31,
201811005608,Service closure Request with network responsibility,2018-11-29 15:18:07,2018-11-29 15:18:38.000,531,APPLICANT,Client Recess,1 - Client lost,Completed,16.6,
201811005608,Service closure Request with BO responsibility,2018-11-29 15:18:38,2018-11-30 08:46:33.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,17.400000000000002,
201811011288,Service closure Request with BO responsibility,2018-11-29 16:20:17,2018-11-29 17:35:16.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,5.71,
201811011199,Pending Request for Reservation Closure,2018-11-29 16:38:12,2018-11-29 16:39:21.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,18.200000000000006,
20189004050,Request completed with account closure,2018-11-29 16:38:52,2018-11-29 16:38:52.000,BOF,BACK-OFFICE,Client Recess,,Completed,12.7,False
201811011199,Pending Liquidation Request,2018-11-29 16:39:21,2018-12-01 03:24:47.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,19.000000000000004,
201811009242,Request completed with account closure,2018-11-29 16:56:19,2018-11-29 16:56:19.000,BOF,BACK-OFFICE,Client Recess,,Completed,12.7,False
201811011288,Pending Request for Reservation Closure,2018-11-29 17:35:16,2018-11-29 17:35:20.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,6.51,
201811011288,Pending Liquidation Request,2018-11-29 17:35:20,2018-12-01 03:25:23.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,7.31,
201811010991,Pending Request for Reservation Closure,2018-11-29 17:47:24,2018-11-29 17:47:25.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,6.51,
201811010991,Pending Liquidation Request,2018-11-29 17:47:25,2018-12-01 03:23:32.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,7.31,
201811010438,Request completed with account closure,2018-11-30 03:34:03,2018-11-30 03:34:03.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,8.11,False
201811005608,Pending Request for Reservation Closure,2018-11-30 08:46:33,2018-11-30 08:47:26.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,18.200000000000006,
201811005608,Pending Liquidation Request,2018-11-30 08:47:26,2018-12-04 03:17:24.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,19.000000000000004,
201811011540,Request created,2018-11-30 09:10:53,2018-11-30 09:11:10.000,230,APPLICANT,Client Recess,7 - Keep other relationships. Same dip,Completed,1.5,
201811011540,Evaluating Request (NO registered letter),2018-11-30 09:11:10,2018-11-30 13:01:30.000,398,DIRECTOR,Client Recess,7 - Keep other relationships. Same dip,Completed,16.0,
201811009190,Service closure Request with network responsibility,2018-11-30 09:11:22,2018-11-30 09:11:51.000,504,APPLICANT,Client Recess,1 - Client lost,Completed,16.6,
201811009190,Service closure Request with BO responsibility,2018-11-30 09:11:51,2018-11-30 15:42:37.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,17.400000000000002,
201811000733,Service closure Request with BO responsibility,2018-11-30 09:49:39,2018-12-11 09:01:56.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,17.400000000000002,
201811005456,Pending Request for Reservation Closure,2018-11-30 11:27:11,2018-11-30 11:27:35.000,BOF,BACK-OFFICE,Inheritance,,Completed,6.51,
201811005456,Pending Liquidation Request,2018-11-30 11:27:35,2018-12-04 03:17:20.000,BOF,BACK-OFFICE,Inheritance,,Completed,7.31,
201811010028,Pending Request for Reservation Closure,2018-11-30 11:44:13,2018-11-30 11:47:49.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,18.200000000000006,
201811010028,Pending Liquidation Request,2018-11-30 11:47:49,2019-01-18 10:34:59.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,19.000000000000004,
201811010194,Pending Request for Reservation Closure,2018-11-30 12:49:51,2018-11-30 12:51:33.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,18.200000000000006,
201811010194,Pending Liquidation Request,2018-11-30 12:51:33,2018-12-04 03:29:48.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,19.000000000000004,
